"co_procedimento";"co_registro"
"0405030118";"04"
"0405030126";"02"
"0405030134";"03"
"0405030134";"06"
"0405030142";"03"
"0405030150";"01"
"0405030150";"02"
"0405030169";"03"
"0405030177";"03"
"0405030185";"03"
"0405030193";"03"
"0405030193";"04"
"0405030193";"06"
"0405030193";"07"
"0405030207";"03"
"0405030215";"02"
"0405030223";"02"
"0405030231";"02"
"0405040016";"03"
"0405040016";"06"
"0405040024";"03"
"0405040040";"03"
"0405040059";"03"
"0405040067";"03"
"0405040067";"06"
"0405040075";"03"
"0405040075";"06"
"0405040083";"03"
"0405040091";"03"
"0405040105";"03"
"0405040105";"06"
"0405040130";"01"
"0405040130";"02"
"0405040148";"03"
"0405040156";"03"
"0405040164";"03"
"0405040180";"03"
"0405040199";"01"
"0405040199";"02"
"0405040202";"03"
"0405040202";"06"
"0405040210";"03"
"0405040210";"06"
"0405050011";"03"
"0405050011";"06"
"0405050020";"06"
"0405050038";"01"
"0405050038";"02"
"0405050046";"03"
"0405050046";"06"
"0405050054";"03"
"0405050054";"06"
"0405050062";"01"
"0405050062";"02"
"0405050070";"01"
"0405050070";"02"
"0405050089";"02"
"0405050097";"03"
"0405050097";"06"
"0405050100";"03"
"0405050100";"06"
"0405050119";"03"
"0405050119";"06"
"0405050127";"06"
"0405050135";"03"
"0405050143";"03"
"0405050143";"06"
"0405050151";"03"
"0405050151";"06"
"0405050160";"01"
"0405050160";"02"
"0405050178";"02"
"0405050186";"03"
"0405050194";"06"
"0405050208";"01"
"0405050208";"02"
"0405050216";"03"
"0405050216";"06"
"0405050224";"03"
"0405050224";"06"
"0405050232";"03"
"0405050240";"02"
"0405050259";"01"
"0405050259";"02"
"0405050267";"02"
"0405050283";"02"
"0405050291";"01"
"0405050291";"02"
"0405050305";"01"
"0405050305";"02"
"0405050313";"03"
"0405050321";"03"
"0405050321";"06"
"0405050356";"03"
"0405050364";"01"
"0405050364";"02"
"0405050372";"03"
"0405050372";"06"
"0405050380";"03"
"0405050399";"02"
"0405050399";"03"
"0405050402";"02"
"0405050402";"03"
"0406010013";"03"
"0406010021";"03"
"0406010030";"03"
"0406010048";"03"
"0406010056";"03"
"0406010064";"03"
"0406010072";"03"
"0406010080";"03"
"0406010099";"03"
"0406010102";"03"
"0406010110";"03"
"0406010129";"04"
"0406010137";"03"
"0406010153";"03"
"0406010161";"03"
"0406010170";"03"
"0406010188";"03"
"0406010196";"03"
"0406010200";"03"
"0406010218";"03"
"0406010226";"03"
"0406010234";"03"
"0406010242";"03"
"0406010250";"03"
"0406010269";"03"
"0406010277";"03"
"0406010285";"03"
"0406010293";"03"
"0406010307";"03"
"0406010315";"03"
"0406010323";"03"
"0406010331";"03"
"0406010340";"03"
"0406010358";"03"
"0406010366";"03"
"0406010374";"03"
"0406010382";"03"
"0406010390";"03"
"0406010404";"03"
"0406010412";"03"
"0406010420";"03"
"0406010439";"03"
"0406010447";"03"
"0406010455";"03"
"0406010463";"03"
"0406010471";"03"
"0406010480";"03"
"0406010498";"03"
"0406010501";"03"
"0406010510";"03"
"0406010528";"03"
"0406010536";"03"
"0406010544";"03"
"0406010552";"03"
"0406010560";"03"
"0406010579";"03"
"0406010587";"03"
"0406010595";"03"
"0406010609";"03"
"0406010617";"03"
"0406010625";"03"
"0406010633";"03"
"0406010641";"03"
"0406010650";"03"
"0406010668";"03"
"0406010676";"03"
"0406010684";"03"
"0406010692";"03"
"0406010706";"03"
"0406010714";"03"
"0406010722";"04"
"0406010730";"03"
"0406010749";"04"
"0406010757";"03"
"0406010765";"03"
"0406010773";"03"
"0406010781";"03"
"0406010790";"03"
"0406010803";"03"
"0406010811";"03"
"0406010820";"03"
"0406010838";"03"
"0406010846";"03"
"0406010854";"03"
"0406010862";"03"
"0406010870";"03"
"0406010889";"03"
"0406010897";"03"
"0406010900";"03"
"0406010919";"03"
"0406010927";"03"
"0406010935";"03"
"0406010943";"03"
"0406010951";"03"
"0406010960";"03"
"0406010978";"03"
"0406010986";"03"
"0406010994";"03"
"0406011001";"03"
"0406011010";"03"
"0406011028";"03"
"0406011036";"03"
"0406011044";"03"
"0406011052";"03"
"0406011079";"03"
"0406011087";"03"
"0406011095";"03"
"0406011109";"03"
"0406011117";"03"
"0406011125";"03"
"0406011133";"03"
"0406011141";"03"
"0406011150";"03"
"0406011168";"03"
"0406011176";"03"
"0406011184";"03"
"0406011192";"03"
"0406011206";"03"
"0406011214";"03"
"0406011222";"03"
"0406011230";"03"
"0406011249";"03"
"0406011257";"03"
"0406011265";"03"
"0406011273";"03"
"0406011281";"03"
"0406011290";"03"
"0406011303";"03"
"0406011311";"03"
"0406011320";"03"
"0406011338";"03"
"0406011346";"03"
"0406011354";"03"
"0406011362";"03"
"0406011370";"03"
"0406011389";"03"
"0406011397";"03"
"0406011400";"03"
"0406011419";"03"
"0406011427";"03"
"0406011435";"03"
"0406011443";"03"
"0406011451";"03"
"0406011460";"03"
"0406011478";"03"
"0406011486";"03"
"0406011494";"03"
"0406011508";"03"
"0406011516";"03"
"0406020019";"03"
"0406020027";"03"
"0406020035";"03"
"0406020043";"03"
"0406020051";"03"
"0406020078";"03"
"0406020086";"05"
"0406020094";"01"
"0406020094";"02"
"0406020094";"05"
"0406020094";"07"
"0406020108";"03"
"0406020116";"03"
"0406020124";"03"
"0406020132";"01"
"0406020132";"02"
"0406020140";"01"
"0406020140";"02"
"0406020159";"03"
"0406020167";"03"
"0406020183";"05"
"0406020191";"03"
"0406020205";"01"
"0406020205";"02"
"0406020213";"03"
"0406020221";"03"
"0406020230";"03"
"0406020248";"03"
"0406020256";"03"
"0406020264";"03"
"0406020272";"03"
"0406020280";"03"
"0406020299";"01"
"0406020299";"02"
"0406020302";"03"
"0406020310";"03"
"0406020329";"03"
"0406020337";"03"
"0406020345";"03"
"0406020353";"03"
"0406020361";"03"
"0406020370";"03"
"0406020388";"03"
"0406020396";"03"
"0406020400";"03"
"0406020418";"03"
"0406020426";"03"
"0406020434";"03"
"0406020442";"03"
"0406020450";"03"
"0406020469";"03"
"0406020477";"03"
"0406020485";"03"
"0406020493";"03"
"0406020507";"03"
"0406020515";"03"
"0406020523";"03"
"0406020531";"03"
"0406020540";"03"
"0406020558";"03"
"0406020566";"03"
"0406020574";"03"
"0406020582";"03"
"0406020590";"03"
"0406020604";"03"
"0406020612";"04"
"0406020620";"02"
"0406020620";"04"
"0406030014";"03"
"0406030022";"03"
"0406030030";"03"
"0406030049";"03"
"0406030057";"03"
"0406030065";"03"
"0406030073";"03"
"0406030081";"03"
"0406030090";"03"
"0406030103";"03"
"0406030111";"03"
"0406030120";"03"
"0406030138";"03"
"0406030146";"03"
"0406040010";"03"
"0406040028";"03"
"0406040044";"03"
"0406040052";"03"
"0406040060";"03"
"0406040079";"03"
"0406040087";"03"
"0406040095";"03"
"0406040109";"03"
"0406040117";"03"
"0406040125";"03"
"0406040133";"03"
"0406040141";"03"
"0406040150";"03"
"0406040168";"03"
"0406040176";"03"
"0406040184";"03"
"0406040192";"03"
"0406040206";"03"
"0406040214";"03"
"0406040222";"03"
"0406040230";"03"
"0406040249";"03"
"0406040257";"03"
"0406040265";"03"
"0406040273";"03"
"0406040281";"03"
"0406040290";"03"
"0406040303";"03"
"0406040311";"03"
"0406040320";"03"
"0406040338";"03"
"0406050015";"03"
"0406050023";"03"
"0406050031";"03"
"0406050040";"03"
"0406050058";"03"
"0406050066";"03"
"0406050074";"03"
"0406050082";"03"
"0406050090";"03"
"0406050104";"03"
"0406050112";"03"
"0406050120";"03"
"0406050139";"03"
"0407010017";"03"
"0407010025";"05"
"0407010033";"03"
"0407010041";"03"
"0407010050";"03"
"0407010068";"03"
"0407010076";"03"
"0407010084";"03"
"0407010092";"03"
"0407010106";"03"
"0407010114";"03"
"0407010122";"03"
"0407010130";"03"
"0407010149";"03"
"0407010157";"03"
"0407010165";"03"
"0407010173";"03"
"0407010181";"03"
"0407010190";"03"
"0407010203";"03"
"0407010211";"03"
"0407010220";"03"
"0407010238";"03"
"0407010246";"02"
"0407010246";"04"
"0407010254";"02"
"0407010254";"04"
"0407010262";"05"
"0407010270";"03"
"0407010289";"03"
"0407010297";"03"
"0407010300";"03"
"0407010319";"01"
"0407010319";"02"
"0407010327";"01"
"0407010327";"02"
"0407010335";"03"
"0407010343";"03"
"0407010351";"03"
"0407010360";"03"
"0407010378";"03"
"0407010386";"03"
"0407020012";"03"
"0407020020";"03"
"0407020039";"03"
"0407020047";"03"
"0407020055";"01"
"0407020055";"02"
"0407020063";"03"
"0407020071";"03"
"0407020080";"03"
"0407020098";"03"
"0407020101";"03"
"0407020110";"03"
"0407020128";"02"
"0407020128";"04"
"0407020136";"02"
"0407020136";"03"
"0407020144";"02"
"0407020144";"03"
"0407020152";"03"
"0407020160";"01"
"0407020160";"02"
"0407020179";"03"
"0407020187";"03"
"0407020195";"03"
"0407020209";"03"
"0407020217";"03"
"0407020225";"03"
"0407020225";"06"
"0407020233";"03"
"0407020241";"03"
"0407020250";"03"
"0407020268";"03"
"0407020276";"03"
"0407020284";"03"
"0407020292";"03"
"0407020306";"03"
"0407020314";"01"
"0407020314";"02"
"0407020322";"03"
"0407020330";"03"
"0407020349";"03"
"0407020357";"03"
"0407020365";"03"
"0407020373";"01"
"0407020373";"02"
"0407020381";"03"
"0407020390";"01"
"0407020390";"02"
"0407020403";"03"
"0407020411";"03"
"0407020420";"03"
"0407020438";"03"
"0407020446";"03"
"0407020454";"03"
"0407020462";"03"
"0407020470";"03"
"0407020489";"01"
"0407020489";"02"
"0407020497";"01"
"0407020497";"02"
"0407030018";"03"
"0407030026";"03"
"0407030034";"03"
"0407030042";"03"
"0407030050";"03"
"0407030069";"03"
"0407030077";"03"
"0407030085";"02"
"0407030093";"02"
"0407030107";"02"
"0407030115";"02"
"0407030123";"03"
"0407030131";"03"
"0407030140";"03"
"0407030158";"03"
"0407030166";"03"
"0407030174";"03"
"0407030182";"03"
"0407030190";"03"
"0407030204";"03"
"0407030212";"03"
"0407030220";"03"
"0407030239";"02"
"0407030247";"03"
"0407040013";"03"
"0407040021";"03"
"0407040030";"03"
"0407040048";"03"
"0407040056";"03"
"0407040064";"03"
"0407040072";"03"
"0407040080";"03"
"0407040099";"03"
"0407040102";"03"
"0407040110";"03"
"0407040129";"03"
"0407040137";"03"
"0407040145";"03"
"0407040153";"03"
"0407040161";"03"
"0407040170";"03"
"0407040188";"03"
"0407040196";"02"
"0407040196";"04"
"0407040200";"03"
"0407040218";"02"
"0407040218";"04"
"0407040226";"03"
"0407040234";"03"
"0407040242";"03"
"0407040250";"03"
"0407040269";"03"
"0408010010";"03"
"0408010029";"03"
"0408010037";"03"
"0408010045";"03"
"0408010053";"03"
"0408010061";"03"
"0408010070";"03"
"0408010088";"03"
"0408010096";"03"
"0408010100";"03"
"0408010118";"03"
"0408010126";"02"
"0408010126";"04"
"0408010134";"02"
"0408010134";"03"
"0408010142";"03"
"0408010150";"03"
"0408010169";"03"
"0408010177";"03"
"0408010185";"03"
"0408010193";"03"
"0408010207";"03"
"0408010215";"03"
"0408010223";"03"
"0408010231";"03"
"0408020016";"03"
"0408020024";"03"
"0408020032";"03"
"0408020040";"03"
"0408020059";"03"
"0408020067";"03"
"0408020075";"03"
"0408020083";"03"
"0408020091";"03"
"0408020105";"03"
"0408020113";"04"
"0408020121";"03"
"0408020130";"03"
"0408020148";"03"
"0408020156";"02"
"0408020156";"03"
"0408020164";"02"
"0408020164";"03"
"0408020172";"02"
"0408020172";"03"
"0408020180";"02"
"0408020180";"03"
"0408020199";"02"
"0408020199";"03"
"0408020202";"02"
"0408020202";"03"
"0408020210";"02"
"0408020210";"03"
"0408020229";"02"
"0408020229";"03"
"0408020245";"02"
"0408020245";"03"
"0408020253";"03"
"0408020261";"03"
"0408020270";"03"
"0408020288";"03"
"0408020296";"02"
"0408020296";"03"
"0408020300";"03"
"0408020300";"06"
"0408020318";"03"
"0408020326";"03"
"0408020334";"03"
"0408020342";"03"
"0408020350";"03"
"0408020369";"03"
"0408020377";"03"
"0408020385";"03"
"0408020393";"03"
"0408020407";"03"
"0408020415";"03"
"0408020423";"03"
"0408020431";"03"
"0408020440";"03"
"0408020458";"03"
"0408020466";"03"
"0408020474";"03"
"0408020482";"03"
"0408020490";"03"
"0408020504";"03"
"0408020512";"03"
"0408020520";"03"
"0408020539";"03"
"0408020547";"03"
"0408020555";"03"
"0408020563";"03"
"0408020571";"03"
"0408020580";"03"
"0408020598";"03"
"0408020601";"03"
"0408020610";"03"
"0408020628";"03"
"0408020636";"03"
"0408020644";"03"
"0408030011";"03"
"0408030020";"03"
"0408030038";"03"
"0408030046";"03"
"0408030054";"03"
"0408030062";"03"
"0408030070";"03"
"0408030089";"03"
"0408030097";"03"
"0408030100";"03"
"0408030119";"03"
"0408030127";"03"
"0408030135";"03"
"0408030143";"03"
"0408030151";"03"
"0408030160";"03"
"0408030178";"03"
"0408030186";"03"
"0408030194";"03"
"0408030208";"03"
"0408030216";"03"
"0408030224";"03"
"0408030232";"03"
"0408030240";"03"
"0408030259";"03"
"0408030267";"03"
"0408030275";"03"
"0408030283";"03"
"0408030291";"03"
"0408030305";"03"
"0408030313";"03"
"0408030321";"03"
"0408030330";"03"
"0408030348";"03"
"0408030356";"03"
"0408030364";"03"
"0408030372";"03"
"0408030380";"03"
"0408030399";"03"
"0408030402";"03"
"0408030410";"03"
"0408030429";"03"
"0408030437";"03"
"0408030445";"03"
"0408030453";"03"
"0408030461";"03"
"0408030470";"03"
"0408030488";"04"
"0408030500";"03"
"0408030518";"03"
"0408030526";"03"
"0408030534";"03"
"0408030542";"03"
"0408030550";"03"
"0408030569";"03"
"0408030577";"03"
"0408030585";"03"
"0408030593";"03"
"0408030607";"03"
"0408030615";"03"
"0408030623";"03"
"0408030631";"03"
"0408030640";"03"
"0408030658";"03"
"0408030666";"03"
"0408030674";"03"
"0408030682";"03"
"0408030690";"03"
"0408030704";"03"
"0408030712";"03"
"0408030720";"03"
"0408030739";"03"
"0408030747";"03"
"0408030755";"03"
"0408030763";"03"
"0408030771";"03"
"0408030780";"03"
"0408030798";"03"
"0408030801";"03"
"0408030810";"03"
"0408030828";"03"
"0408030836";"03"
"0408030844";"03"
"0408030852";"03"
"0408030860";"03"
"0408030879";"03"
"0408030887";"03"
"0408030895";"03"
"0408030909";"03"
"0408030917";"03"
"0408040017";"03"
"0408040025";"03"
"0408040033";"03"
"0408040041";"03"
"0408040050";"03"
"0408040068";"03"
"0408040076";"03"
"0408040084";"03"
"0408040092";"03"
"0408040106";"03"
"0408040114";"03"
"0408040122";"03"
"0408040130";"03"
"0408040149";"03"
"0408040157";"03"
"0408040165";"03"
"0408040173";"03"
"0408040181";"03"
"0408040190";"03"
"0408040203";"03"
"0408040211";"04"
"0408040220";"03"
"0408040238";"03"
"0408040246";"03"
"0408040254";"03"
"0408040262";"03"
"0408040270";"03"
"0408040289";"03"
"0408040297";"03"
"0408040300";"03"
"0408040319";"03"
"0408040327";"03"
"0408040335";"03"
"0408040343";"03"
"0408050012";"03"
"0408050020";"03"
"0408050039";"03"
"0408050047";"03"
"0408050055";"03"
"0408050063";"03"
"0408050071";"03"
"0408050080";"03"
"0408050098";"04"
"0408050101";"03"
"0408050110";"03"
"0408050128";"03"
"0408050136";"03"
"0408050144";"03"
"0408050152";"03"
"0408050160";"03"
"0408050179";"03"
"0408050195";"02"
"0408050195";"03"
"0408050209";"02"
"0408050209";"03"
"0408050217";"02"
"0408050217";"03"
"0408050225";"02"
"0408050225";"03"
"0408050233";"03"
"0408050241";"02"
"0408050241";"03"
"0408050250";"02"
"0408050250";"03"
"0408050268";"02"
"0408050268";"03"
"0408050276";"02"
"0408050276";"03"
"0408050284";"02"
"0408050284";"03"
"0408050292";"02"
"0408050292";"03"
"0408050306";"03"
"0408050314";"03"
"0408050322";"03"
"0408050330";"03"
"0408050330";"06"
"0408050349";"03"
"0408050357";"03"
"0408050365";"03"
"0408050373";"03"
"0408050381";"03"
"0408050390";"03"
"0408050403";"03"
"0408050411";"03"
"0408050420";"03"
"0408050438";"03"
"0408050446";"03"
"0408050454";"03"
"0408050462";"03"
"0408050470";"03"
"0408050489";"03"
"0408050497";"03"
"0408050500";"03"
"0408050519";"03"
"0408050527";"03"
"0408050535";"03"
"0408050543";"03"
"0408050551";"03"
"0408050560";"03"
"0408050578";"03"
"0408050586";"03"
"0408050594";"03"
"0408050608";"03"
"0408050616";"03"
"0408050624";"03"
"0408050632";"03"
"0408050640";"03"
"0408050659";"03"
"0408050667";"03"
"0408050675";"03"
"0408050683";"03"
"0408050691";"03"
"0408050705";"03"
"0408050713";"03"
"0408050721";"03"
"0408050730";"03"
"0408050748";"03"
"0408050756";"03"
"0408050764";"03"
"0408050772";"03"
"0408050780";"03"
"0408050799";"03"
"0408050802";"03"
"0408050810";"03"
"0408050829";"03"
"0408050837";"03"
"0408050845";"03"
"0408050853";"03"
"0408050861";"03"
"0408050870";"03"
"0408050888";"03"
"0408050896";"03"
"0408050900";"03"
"0408050918";"03"
"0408050926";"03"
"0408060018";"03"
"0408060026";"03"
"0408060034";"03"
"0408060042";"02"
"0408060042";"03"
"0408060050";"03"
"0408060069";"03"
"0408060077";"03"
"0408060085";"03"
"0408060085";"06"
"0408060093";"03"
"0408060107";"03"
"0408060115";"03"
"0408060123";"03"
"0408060131";"03"
"0408060140";"03"
"0408060158";"02"
"0408060158";"03"
"0408060166";"03"
"0408060174";"03"
"0408060182";"03"
"0408060190";"03"
"0408060204";"03"
"0408060212";"03"
"0408060212";"06"
"0408060220";"01"
"0408060220";"02"
"0408060239";"03"
"0408060247";"03"
"0408060255";"03"
"0408060263";"03"
"0408060271";"03"
"0408060280";"03"
"0408060298";"03"
"0408060301";"03"
"0408060301";"06"
"0408060310";"03"
"0408060328";"03"
"0408060336";"03"
"0408060344";"03"
"0408060352";"02"
"0408060352";"03"
"0408060360";"03"
"0408060379";"03"
"0408060387";"03"
"0408060395";"03"
"0408060409";"03"
"0408060409";"06"
"0408060417";"03"
"0408060425";"03"
"0408060425";"06"
"0408060433";"03"
"0408060441";"03"
"0408060450";"03"
"0408060450";"06"
"0408060468";"03"
"0408060476";"03"
"0408060484";"03"
"0408060492";"03"
"0408060506";"03"
"0408060514";"03"
"0408060522";"03"
"0408060530";"03"
"0408060549";"03"
"0408060557";"03"
"0408060565";"03"
"0408060573";"03"
"0408060581";"03"
"0408060590";"03"
"0408060603";"03"
"0408060611";"03"
"0408060620";"03"
"0408060638";"03"
"0408060646";"03"
"0408060654";"01"
"0408060654";"02"
"0408060662";"03"
"0408060670";"03"
"0408060689";"01"
"0408060689";"02"
"0408060697";"03"
"0408060700";"03"
"0408060719";"04"
"0409010014";"03"
"0409010022";"03"
"0409010030";"03"
"0409010049";"03"
"0409010057";"03"
"0409010065";"03"
"0409010073";"03"
"0409010081";"03"
"0409010090";"02"
"0409010090";"03"
"0409010103";"02"
"0409010111";"02"
"0409010120";"03"
"0409010138";"03"
"0409010146";"03"
"0409010154";"01"
"0409010154";"02"
"0409010162";"01"
"0409010162";"02"
"0409010170";"03"
"0409010170";"06"
"0409010189";"03"
"0409010197";"03"
"0409010200";"03"
"0409010219";"03"
"0409010227";"03"
"0409010235";"03"
"0409010243";"03"
"0409010251";"03"
"0409010260";"03"
"0409010278";"01"
"0409010278";"02"
"0409010286";"03"
"0409010294";"03"
"0409010294";"06"
"0409010308";"03"
"0409010316";"03"
"0409010324";"03"
"0409010332";"03"
"0409010340";"03"
"0409010359";"02"
"0409010359";"04"
"0409010367";"03"
"0409010375";"03"
"0409010383";"03"
"0409010383";"06"
"0409010391";"03"
"0409010405";"03"
"0409010413";"03"
"0409010421";"02"
"0409010430";"03"
"0409010448";"01"
"0409010448";"02"
"0409010456";"03"
"0409010464";"03"
"0409010472";"03"
"0409010480";"03"
"0409010499";"03"
"0409010502";"03"
"0409010510";"03"
"0409010529";"03"
"0409010537";"03"
"0409010545";"03"
"0409010553";"03"
"0409010561";"03"
"0409010570";"03"
"0409010588";"03"
"0409020010";"02"
"0409020010";"03"
"0409020028";"02"
"0409020028";"03"
"0409020036";"02"
"0409020036";"04"
"0409020044";"03"
"0409020052";"03"
"0409020060";"01"
"0409020060";"02"
"0409020079";"03"
"0409020079";"06"
"0409020087";"02"
"0409020087";"03"
"0409020095";"02"
"0409020095";"03"
"0409020109";"03"
"0409020117";"01"
"0409020117";"02"
"0409020125";"03"
"0409020133";"03"
"0409020141";"03"
"0409020150";"03"
"0409020168";"03"
"0409020176";"03"
"0409020176";"06"
"0409020184";"01"
"0409020184";"02"
"0409030015";"03"
"0409030023";"03"
"0409030031";"03"
"0409030040";"03"
"0409040010";"02"
"0409040010";"03"
"0409040029";"02"
"0409040029";"04"
"0409040037";"03"
"0409040045";"03"
"0409040053";"03"
"0409040061";"02"
"0409040061";"04"
"0409040070";"03"
"0409040070";"06"
"0409040088";"03"
"0409040088";"06"
"0409040096";"03"
"0409040100";"01"
"0409040100";"02"
"0409040118";"03"
"0409040126";"03"
"0409040134";"03"
"0409040142";"03"
"0409040142";"06"
"0409040150";"03"
"0409040169";"03"
"0409040169";"06"
"0409040177";"03"
"0409040185";"03"
"0409040193";"03"
"0409040207";"03"
"0409040215";"03"
"0409040215";"06"
"0409040223";"03"
"0409040231";"03"
"0409040240";"03"
"0409040240";"06"
"0409050016";"03"
"0409050024";"03"
"0409050032";"03"
"0409050040";"03"
"0409050059";"01"
"0409050059";"02"
"0409050067";"01"
"0409050067";"02"
"0409050075";"03"
"0409050083";"03"
"0409050083";"06"
"0409050091";"03"
"0409050105";"03"
"0409050113";"03"
"0409050130";"03"
"0409050148";"03"
"0409060011";"03"
"0409060011";"06"
"0409060020";"03"
"0409060038";"03"
"0409060046";"03"
"0409060046";"06"
"0409060054";"03"
"0409060062";"01"
"0409060062";"02"
"0409060070";"03"
"0409060089";"02"
"0409060097";"01"
"0409060097";"02"
"0409060100";"03"
"0409060119";"03"
"0409060127";"03"
"0409060135";"03"
"0409060143";"03"
"0409060151";"03"
"0409060160";"03"
"0409060178";"03"
"0409060178";"06"
"0409060186";"03"
"0409060194";"03"
"0409060208";"03"
"0409060216";"03"
"0409060224";"03"
"0409060232";"03"
"0409060240";"03"
"0409060259";"03"
"0409060267";"03"
"0409060275";"03"
"0409060283";"03"
"0409060291";"03"
"0409060305";"02"
"0409070017";"03"
"0409070025";"03"
"0409070033";"03"
"0409070041";"03"
"0409070050";"03"
"0409070068";"03"
"0409070076";"03"
"0409070084";"03"
"0409070092";"03"
"0409070106";"02"
"0409070106";"03"
"0409070114";"03"
"0409070122";"02"
"0409070122";"04"
"0409070130";"03"
"0409070149";"03"
"0409070149";"06"
"0409070157";"03"
"0409070157";"06"
"0409070165";"02"
"0409070165";"04"
"0409070173";"01"
"0409070173";"02"
"0409070181";"02"
"0409070181";"04"
"0409070190";"03"
"0409070203";"03"
"0409070211";"03"
"0409070220";"03"
"0409070238";"03"
"0409070246";"03"
"0409070254";"03"
"0409070262";"03"
"0409070270";"03"
"0409070289";"03"
"0409070297";"03"
"0409070300";"03"
"0410010014";"02"
"0410010014";"03"
"0410010022";"01"
"0410010022";"02"
"0410010030";"01"
"0410010030";"02"
"0410010049";"02"
"0410010049";"04"
"0410010057";"03"
"0410010065";"03"
"0410010073";"03"
"0410010081";"02"
"0410010081";"03"
"0410010090";"03"
"0410010103";"01"
"0410010103";"02"
"0410010111";"03"
"0410010120";"03"
"0410010138";"03"
"0410010146";"03"
"0410010154";"03"
"0410010162";"03"
"0410010197";"03"
"0410010200";"03"
"0411010018";"02"
"0411010018";"03"
"0411010026";"03"
"0411010034";"03"
"0411010042";"03"
"0411010050";"03"
"0411010069";"01"
"0411010069";"02"
"0411010077";"02"
"0411010077";"03"
"0411010085";"03"
"0411020013";"02"
"0411020013";"03"
"0411020021";"03"
"0411020030";"03"
"0411020048";"03"
"0412010011";"03"
"0412010020";"03"
"0412010038";"03"
"0412010046";"03"
"0412010062";"02"
"0412010062";"04"
"0412010070";"03"
"0412010089";"03"
"0412010097";"03"
"0412010100";"03"
"0412010119";"03"
"0412010127";"04"
"0412010135";"03"
"0412010143";"03"
"0412020017";"03"
"0412020025";"03"
"0412020033";"03"
"0412020050";"03"
"0412020068";"03"
"0412020076";"03"
"0412020084";"03"
"0412030012";"03"
"0412030047";"03"
"0412030055";"05"
"0412030063";"05"
"0412030071";"05"
"0412030080";"03"
"0412030098";"03"
"0412030101";"03"
"0412030110";"03"
"0412030128";"02"
"0412030128";"04"
"0412040018";"03"
"0412040026";"03"
"0412040034";"03"
"0412040042";"03"
"0412040050";"03"
"0412040069";"03"
"0412040085";"03"
"0412040107";"03"
"0412040115";"03"
"0412040123";"03"
"0412040131";"03"
"0412040158";"03"
"0412040166";"03"
"0412040174";"03"
"0412040182";"03"
"0412040190";"03"
"0412040204";"03"
"0412040212";"03"
"0412040220";"03"
"0412050013";"03"
"0412050030";"03"
"0412050048";"03"
"0412050064";"03"
"0412050072";"03"
"0412050080";"03"
"0412050102";"03"
"0412050110";"03"
"0412050137";"03"
"0412050145";"03"
"0412050153";"03"
"0412050161";"03"
"0412050170";"02"
"0412050170";"04"
"0413010015";"03"
"0413010023";"01"
"0413010023";"02"
"0413010031";"07"
"0413010040";"07"
"0413010058";"07"
"0413010066";"03"
"0413010074";"04"
"0413010082";"03"
"0413010090";"03"
"0413030016";"03"
"0413030024";"03"
"0413030032";"03"
"0413030040";"06"
"0413030059";"03"
"0413030067";"03"
"0413030075";"03"
"0413030083";"03"
"0413040011";"01"
"0413040011";"02"
"0413040020";"03"
"0413040038";"03"
"0413040046";"03"
"0413040054";"03"
"0413040062";"03"
"0413040070";"03"
"0413040089";"03"
"0413040097";"03"
"0413040100";"03"
"0413040119";"03"
"0413040127";"03"
"0413040135";"03"
"0413040143";"03"
"0413040151";"02"
"0413040151";"03"
"0413040160";"03"
"0413040178";"03"
"0413040186";"03"
"0413040194";"03"
"0413040208";"03"
"0413040216";"03"
"0413040224";"03"
"0413040232";"03"
"0413040240";"03"
"0413040259";"03"
"0413040267";"03"
"0414010027";"03"
"0414010035";"03"
"0414010256";"02"
"0414010256";"03"
"0414010272";"03"
"0414010329";"03"
"0414010345";"01"
"0414010345";"02"
"0414010345";"03"
"0414010361";"01"
"0414010361";"02"
"0414010361";"04"
"0414010370";"06"
"0414010388";"01"
"0414010388";"02"
"0414010388";"04"
"0414020022";"01"
"0414020022";"02"
"0414020022";"04"
"0414020030";"01"
"0414020030";"02"
"0414020030";"04"
"0414020049";"01"
"0414020049";"02"
"0414020049";"04"
"0414020057";"01"
"0414020057";"02"
"0414020057";"04"
"0414020065";"01"
"0414020065";"02"
"0414020065";"04"
"0414020073";"01"
"0414020073";"02"
"0414020073";"04"
"0414020081";"01"
"0414020081";"02"
"0414020081";"04"
"0414020090";"01"
"0414020090";"02"
"0414020090";"04"
"0414020120";"01"
"0414020120";"02"
"0414020120";"05"
"0414020138";"01"
"0414020138";"02"
"0414020138";"05"
"0414020146";"01"
"0414020146";"02"
"0414020146";"04"
"0414020154";"01"
"0414020154";"02"
"0414020154";"04"
"0414020162";"01"
"0414020162";"02"
"0414020162";"04"
"0414020170";"01"
"0414020170";"02"
"0414020170";"05"
"0414020200";"01"
"0414020200";"02"
"0414020200";"04"
"0414020219";"01"
"0414020219";"02"
"0414020219";"04"
"0414020243";"01"
"0414020243";"02"
"0414020243";"04"
"0414020278";"01"
"0414020278";"02"
"0414020278";"04"
"0414020294";"01"
"0414020294";"02"
"0414020294";"04"
"0414020359";"01"
"0414020359";"02"
"0414020359";"05"
"0414020367";"01"
"0414020367";"02"
"0414020367";"04"
"0414020375";"01"
"0414020375";"02"
"0414020375";"04"
"0414020383";"01"
"0414020383";"02"
"0414020383";"05"
