"co_procedimento";"qt_maxima_execucao";"qt_dias_permanencia";"qt_pontos";"vl_idade_minima";"vl_idade_maxima";"vl_servico_hospitalar";"vl_servico_ambulatorial";"vl_servico_profissional";"qt_tempo_permanencia"
"0408060344";"0001";"0002";"0050";"0000";"1571";"0000009571";"0000000000";"0000005596";"9999"
"0408060352";"0002";"0001";"0050";"0000";"1571";"0000009570";"0000002842";"0000005596";"9999"
"0408060360";"0002";"0002";"0050";"0000";"1571";"0000009571";"0000000000";"0000005596";"9999"
"0408060379";"0002";"0001";"0050";"0000";"1571";"0000016360";"0000000000";"0000006156";"9999"
"0408060387";"0001";"0006";"0400";"0000";"1571";"0000053414";"0000000000";"0000022528";"9999"
"0408060395";"0004";"0002";"0200";"0000";"1571";"0000026707";"0000000000";"0000011264";"9999"
"0408060409";"0001";"0001";"0050";"0000";"1571";"0000016361";"0000002842";"0000006156";"9999"
"0408060417";"0010";"0001";"0150";"0000";"1571";"0000011695";"0000000000";"0000008858";"9999"
"0408060425";"0010";"0002";"0100";"0000";"1571";"0000013185";"0000002000";"0000007517";"9999"
"0408060433";"0002";"0002";"0150";"0000";"1571";"0000012120";"0000000000";"0000008289";"9999"
"0408060441";"0002";"0002";"0250";"0000";"1571";"0000014750";"0000000000";"0000008190";"9999"
"0408060450";"0002";"0002";"0250";"0000";"1571";"0000012425";"0000002842";"0000008166";"9999"
"0408060468";"0002";"0002";"0250";"0000";"1571";"0000012617";"0000000000";"0000008277";"9999"
"0408060476";"0002";"0002";"0300";"0000";"1571";"0000050640";"0000000000";"0000017380";"9999"
"0408060484";"0004";"0002";"0250";"0000";"1571";"0000026509";"0000000000";"0000015621";"9999"
"0408060492";"0001";"0003";"0550";"0000";"1571";"0000016233";"0000000000";"0000017659";"9999"
"0408060506";"0001";"0002";"0300";"0000";"1571";"0000022148";"0000000000";"0000018068";"9999"
"0408060514";"0001";"0003";"0700";"0000";"1571";"0000096217";"0000000000";"0000033484";"9999"
"0408060522";"0001";"0003";"0400";"0000";"1571";"0000071108";"0000000000";"0000033378";"9999"
"0408060530";"0002";"0002";"0250";"0000";"1571";"0000019528";"0000000000";"0000015125";"9999"
"0408060549";"0001";"0002";"0150";"0000";"1571";"0000013018";"0000000000";"0000008403";"9999"
"0408060557";"0002";"0005";"0250";"0000";"1571";"0000026607";"0000000000";"0000015413";"9999"
"0408060565";"0002";"0002";"0200";"0000";"1571";"0000015424";"0000000000";"0000011417";"9999"
"0408060573";"0010";"0001";"0200";"0000";"1571";"0000015426";"0000000000";"0000011415";"9999"
"0408060581";"0002";"0002";"0300";"0000";"1571";"0000023501";"0000000000";"0000014199";"9999"
"0408060590";"0002";"0003";"0450";"0060";"1571";"0000039141";"0000000000";"0000016442";"9999"
"0408060603";"0001";"0002";"0150";"0060";"1571";"0000012355";"0000000000";"0000007974";"9999"
"0408060611";"0004";"0004";"0200";"0192";"1571";"0000021902";"0000000000";"0000011639";"9999"
"0408060620";"0001";"0004";"0400";"0192";"1571";"0000038058";"0000000000";"0000023277";"9999"
"0408060638";"0010";"0002";"0150";"0000";"1571";"0000010970";"0000000000";"0000008290";"9999"
"0408060646";"0002";"0002";"0200";"0000";"1571";"0000013780";"0000000000";"0000010280";"9999"
"0408060654";"0002";"9999";"0000";"0000";"1571";"0000000000";"0000002842";"0000000000";"9999"
"0408060662";"0002";"0001";"0200";"0000";"1571";"0000012264";"0000000000";"0000010964";"9999"
"0408060670";"0002";"0002";"0200";"0000";"1571";"0000025676";"0000000000";"0000013792";"9999"
"0408060689";"0002";"9999";"0000";"0000";"1571";"0000000000";"0000002842";"0000000000";"9999"
"0408060697";"0004";"0002";"0250";"0000";"1571";"0000013622";"0000000000";"0000013334";"9999"
"0408060700";"0002";"0001";"0150";"0000";"1571";"0000010979";"0000000000";"0000010003";"9999"
"0408060719";"0001";"9999";"0000";"0000";"1571";"0000030000";"0000000000";"0000000000";"9999"
"0409010014";"0001";"0003";"0250";"0000";"1571";"0000050577";"0000000000";"0000020009";"9999"
"0409010022";"0001";"0005";"0250";"0000";"1571";"0000058286";"0000000000";"0000022588";"9999"
"0409010030";"0001";"0006";"0450";"0000";"1571";"0000157299";"0000000000";"0000035273";"9999"
"0409010049";"0001";"0006";"0450";"0000";"1571";"0000157297";"0000000000";"0000035274";"9999"
"0409010057";"0001";"0006";"0450";"0000";"1571";"0000157297";"0000000000";"0000035275";"9999"
"0409010065";"0001";"0002";"0150";"0000";"1571";"0000038966";"0000000000";"0000016006";"9999"
"0409010073";"0001";"0006";"0450";"0000";"1571";"0000157300";"0000000000";"0000039998";"9999"
"0409010081";"0001";"0003";"0150";"0000";"1571";"0000038966";"0000000000";"0000016004";"9999"
"0409010090";"0001";"0003";"0150";"0000";"1571";"0000046469";"0000003268";"0000013960";"9999"
"0409010103";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000008047";"0000000000";"9999"
"0409010111";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000008891";"0000000000";"9999"
"0409010120";"0001";"0003";"0150";"0000";"1571";"0000035970";"0000000000";"0000012691";"9999"
"0409010138";"0001";"0004";"0250";"0000";"1571";"0000044748";"0000000000";"0000018334";"9999"
"0409010146";"0001";"0003";"0300";"0000";"1571";"0000025624";"0000000000";"0000014661";"9999"
"0409010154";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002984";"0000000000";"9999"
"0409010162";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001979";"0000000000";"9999"
"0409010170";"0002";"0002";"0300";"0000";"1571";"0000013888";"0000012960";"0000007980";"9999"
"0409010189";"0001";"0001";"0300";"0024";"1571";"0000020558";"0000000000";"0000018129";"9999"
"0409010197";"0001";"0004";"0250";"0000";"1571";"0000046687";"0000000000";"0000018340";"9999"
"0409010200";"0001";"0004";"0250";"0000";"1571";"0000064694";"0000000000";"0000019480";"9999"
"0409010219";"0001";"0004";"0250";"0000";"1571";"0000065591";"0000000000";"0000019774";"9999"
"0409010227";"0001";"0004";"0250";"0000";"1571";"0000062924";"0000000000";"0000018900";"9999"
"0409010235";"0001";"0004";"0250";"0000";"1571";"0000054472";"0000000000";"0000025678";"9999"
"0409010243";"0001";"0002";"0250";"0000";"1571";"0000046686";"0000000000";"0000018341";"9999"
"0409010251";"0001";"0004";"0250";"0000";"1571";"0000047128";"0000000000";"0000025658";"9999"
"0409010260";"0001";"0004";"0250";"0000";"1571";"0000046669";"0000000000";"0000025656";"9999"
"0409010278";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003268";"0000000000";"9999"
"0409010286";"0001";"0004";"0250";"0000";"1571";"0000046687";"0000000000";"0000018340";"9999"
"0409010294";"0002";"0004";"0250";"0000";"1571";"0000041714";"0000008778";"0000018333";"9999"
"0409010308";"0001";"0004";"0250";"0000";"1571";"0000049153";"0000000000";"0000018328";"9999"
"0409010316";"0001";"0004";"0250";"0000";"1571";"0000047483";"0000000000";"0000018336";"9999"
"0409010324";"0001";"0004";"0250";"0000";"1571";"0000046888";"0000000000";"0000018328";"9999"
"0409010332";"0001";"0004";"0250";"0000";"1571";"0000046681";"0000000000";"0000025673";"9999"
"0409010340";"0001";"0004";"0250";"0000";"1571";"0000046663";"0000000000";"0000018328";"9999"
"0409010359";"9999";"9999";"0000";"0000";"1571";"0000001297";"0000001297";"0000000000";"9999"
"0409010367";"0001";"0003";"0150";"0000";"1571";"0000036247";"0000000000";"0000014669";"9999"
"0409010375";"0001";"0003";"0300";"0000";"1571";"0000029598";"0000000000";"0000018328";"9999"
"0409010383";"0001";"0003";"0300";"0000";"1571";"0000036231";"0000003268";"0000015430";"9999"
"0409010391";"0001";"0003";"0250";"0000";"1571";"0000043631";"0000000000";"0000018335";"9999"
"0409010405";"0001";"0004";"0250";"0000";"1571";"0000047557";"0000000000";"0000018333";"9999"
"0409010413";"0001";"0005";"0300";"0000";"1571";"0000022780";"0000000000";"0000019217";"9999"
"0409010421";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000008778";"0000000000";"9999"
"0409010430";"0001";"0002";"0250";"0120";"1571";"0000022590";"0000000000";"0000014664";"9999"
"0409010448";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003410";"0000000000";"9999"
"0409010456";"0001";"0005";"0250";"0000";"1571";"0000053802";"0000000000";"0000025675";"9999"
"0409010464";"0001";"0005";"0250";"0000";"1571";"0000053802";"0000000000";"0000025675";"9999"
"0409010472";"0001";"0005";"0250";"0000";"1571";"0000043493";"0000000000";"0000015978";"9999"
"0409010480";"0001";"0003";"0300";"0000";"1571";"0000029993";"0000000000";"0000018338";"9999"
"0409010499";"0001";"0002";"0300";"0216";"1571";"0000020290";"0000000000";"0000018330";"9999"
"0409010502";"0001";"0003";"0150";"0000";"1571";"0000039256";"0000000000";"0000018337";"9999"
"0409010510";"0001";"0003";"0250";"0000";"1571";"0000043498";"0000000000";"0000018336";"9999"
"0409010529";"0001";"0005";"0250";"0000";"1571";"0000043505";"0000000000";"0000018329";"9999"
"0409010537";"0001";"0005";"0250";"0000";"1571";"0000045966";"0000000000";"0000016988";"9999"
"0409010545";"0001";"0005";"0250";"0000";"1571";"0000049171";"0000000000";"0000018324";"9999"
"0409010553";"0001";"0005";"0250";"0000";"1571";"0000052814";"0000000000";"0000025673";"9999"
"0409010561";"0001";"0004";"0250";"0000";"1571";"0000058966";"0000000000";"0000017645";"9999"
"0409010570";"0001";"0005";"0250";"0000";"1571";"0000044558";"0000000000";"0000018338";"9999"
"0409010588";"0001";"0005";"0250";"0000";"1571";"0000044558";"0000000000";"0000018338";"9999"
"0409020010";"0001";"0003";"0100";"0000";"1571";"0000014075";"0000001354";"0000007333";"9999"
"0409020028";"0001";"0003";"0100";"0000";"1571";"0000013487";"0000001297";"0000010890";"9999"
"0409020036";"0001";"9999";"0000";"0000";"1571";"0000003410";"0000003410";"0000000000";"9999"
"0409020044";"0001";"0003";"0200";"0000";"1571";"0000020575";"0000000000";"0000014665";"9999"
"0409020052";"0001";"0004";"0150";"0000";"1571";"0000025855";"0000000000";"0000014673";"9999"
"0409020060";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003410";"0000000000";"9999"
"0409020079";"9999";"0001";"0100";"0000";"1571";"0000022592";"0000003268";"0000008066";"9999"
"0409020087";"0001";"0003";"0100";"0000";"1571";"0000013488";"0000003268";"0000007333";"9999"
"0409020095";"0001";"0003";"0100";"0000";"1571";"0000013488";"0000003268";"0000007333";"9999"
"0409020109";"0001";"0003";"0200";"0000";"1571";"0000022435";"0000000000";"0000014861";"9999"
"0409020117";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003410";"0000000000";"9999"
"0409020125";"0001";"0003";"0100";"0000";"1571";"0000014075";"0000000000";"0000007333";"9999"
"0409020133";"0001";"0003";"0200";"0000";"1571";"0000030607";"0000000000";"0000016348";"9999"
"0409020141";"0001";"0003";"0200";"0000";"1571";"0000022741";"0000000000";"0000018334";"9999"
"0409020150";"0001";"0003";"0200";"0000";"1571";"0000022435";"0000000000";"0000014861";"9999"
"0409020168";"0001";"0003";"0200";"0000";"1571";"0000017903";"0000000000";"0000012626";"9999"
"0409020176";"9999";"0003";"0100";"0000";"1571";"0000023639";"0000003410";"0000008353";"9999"
"0409020184";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003410";"0000000000";"9999"
"0409030015";"0001";"0002";"0200";"0240";"1571";"0000015737";"0000000000";"0000011000";"9999"
"0409030023";"0001";"0004";"0300";"0360";"1571";"0000057524";"0000000000";"0000042647";"9999"
"0409030031";"0001";"0004";"0300";"0360";"1571";"0000057524";"0000000000";"0000051316";"9999"
"0409030040";"0001";"0003";"0300";"0360";"1571";"0000026614";"0000000000";"0000032854";"9999"
"0409040010";"0001";"0003";"0100";"0000";"1571";"0000010107";"0000001297";"0000010199";"9999"
"0409040029";"0001";"9999";"0000";"0000";"1571";"0000001451";"0000001451";"0000000000";"9999"
"0409040037";"0001";"0001";"0100";"0000";"1571";"0000011303";"0000000000";"0000010998";"9999"
"0409040045";"0001";"0001";"0100";"0000";"1571";"0000010528";"0000000000";"0000011000";"9999"
"0409040053";"0001";"0001";"0100";"0144";"1571";"0000010206";"0000000000";"0000011003";"9999"
"0409040061";"0001";"9999";"0000";"0000";"1571";"0000001297";"0000001297";"0000000000";"9999"
"0409040070";"0001";"0001";"0100";"0000";"1571";"0000010206";"0000003410";"0000011003";"9999"
"0409040088";"0001";"0001";"0100";"0000";"1571";"0000010201";"0000003410";"0000010804";"9999"
"0409040096";"0001";"0002";"0100";"0000";"1571";"0000011588";"0000000000";"0000010998";"9999"
"0409040100";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003410";"0000000000";"9999"
"0409040118";"0001";"0001";"0100";"0000";"1571";"0000011783";"0000000000";"0000011004";"9999"
"0409040126";"0001";"0001";"0200";"0000";"1571";"0000022398";"0000000000";"0000016134";"9999"
"0409040134";"0001";"0001";"0200";"0000";"1571";"0000022391";"0000000000";"0000013616";"9999"
"0409040142";"0001";"0002";"0200";"0480";"1571";"0000022388";"0000043362";"0000020974";"9999"
"0409040150";"0001";"0002";"0200";"0000";"1571";"0000013081";"0000000000";"0000012326";"9999"
"0409040169";"0002";"0002";"0200";"0000";"1571";"0000021454";"0000003268";"0000013559";"9999"
"0409040177";"0001";"0002";"0100";"0000";"1571";"0000010547";"0000000000";"0000007336";"9999"
"0409040185";"0001";"0002";"0200";"0000";"1571";"0000013081";"0000000000";"0000014667";"9999"
"0409040193";"0001";"0002";"0100";"0000";"1571";"0000011588";"0000000000";"0000010998";"9999"
"0409040207";"0001";"0002";"0300";"0000";"1571";"0000029989";"0000000000";"0000025655";"9999"
"0409040215";"0001";"0001";"0100";"0000";"1571";"0000018185";"0000003410";"0000007512";"9999"
"0409040223";"0001";"0001";"0200";"0000";"1571";"0000013348";"0000000000";"0000014665";"9999"
"0409040231";"0001";"0001";"0100";"0120";"1571";"0000017324";"0000000000";"0000008432";"9999"
"0409040240";"0001";"0001";"0100";"0300";"1571";"0000013332";"0000030647";"0000017315";"9999"
"0409050016";"0001";"0003";"0250";"0000";"1571";"0000032167";"0000000000";"0000018334";"9999"
"0409050024";"0001";"0002";"0200";"0000";"1571";"0000023352";"0000000000";"0000015469";"9999"
"0409050032";"0001";"0002";"0200";"0000";"1571";"0000022434";"0000000000";"0000014862";"9999"
"0409050040";"0001";"0002";"0200";"0000";"1571";"0000022435";"0000000000";"0000014861";"9999"
"0409050059";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001354";"0000000000";"9999"
"0409050067";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003410";"0000000000";"9999"
"0409050075";"0001";"0002";"0250";"0000";"1571";"0000032168";"0000000000";"0000018334";"9999"
"0409050083";"0001";"0001";"0050";"0000";"1571";"0000009772";"0000021912";"0000012140";"9999"
"0409050091";"0001";"0002";"0300";"0000";"1571";"0000053644";"0000000000";"0000032973";"9999"
"0409050105";"0001";"0001";"0300";"0000";"1571";"0000029989";"0000000000";"0000020961";"9999"
"0409050113";"0001";"0003";"0250";"0120";"1571";"0000032167";"0000000000";"0000025674";"9999"
"0409050130";"0001";"0005";"0270";"0252";"0911";"0000018338";"0000000000";"0000021467";"9999"
"0409050148";"0001";"0008";"0270";"0252";"0911";"0000076022";"0000000000";"0000052806";"9999"
"0409060011";"0001";"0002";"0050";"0108";"0731";"0000009731";"0000001297";"0000008070";"9999"
"0409060020";"0001";"0002";"0250";"0240";"1571";"0000026824";"0000000000";"0000018096";"9999"
"0409060038";"0001";"0002";"0200";"0240";"1571";"0000030520";"0000000000";"0000013846";"9999"
"0409060046";"0001";"0001";"0050";"0120";"1571";"0000011023";"0000002262";"0000005719";"9999"
"0409060054";"0001";"0002";"0050";"0120";"1571";"0000006650";"0000000000";"0000007088";"9999"
"0409060062";"9999";"9999";"0000";"0120";"0731";"0000000000";"0000002262";"0000000000";"9999"
"0409060070";"0001";"0001";"0050";"0108";"0731";"0000006632";"0000000000";"0000007652";"9999"
"0409060089";"0001";"9999";"0000";"0240";"1571";"0000000000";"0000004524";"0000000000";"9999"
"0409060097";"9999";"9999";"0000";"0120";"1571";"0000000000";"0000002262";"0000000000";"9999"
"0409060100";"0001";"0003";"0250";"0144";"1571";"0000027667";"0000000000";"0000018341";"9999"
"0409060119";"0001";"0003";"0300";"0144";"1571";"0000051190";"0000000000";"0000025880";"9999"
"0409060127";"0001";"0003";"0250";"0144";"1571";"0000035510";"0000000000";"0000019094";"9999"
"0409060135";"0001";"0003";"0250";"0144";"1571";"0000041232";"0000000000";"0000022171";"9999"
"0409060143";"0001";"0004";"0300";"0144";"1571";"0000047683";"0000000000";"0000024107";"9999"
"0409060151";"0001";"0002";"0250";"0144";"1571";"0000027950";"0000000000";"0000018511";"9999"
"0409060160";"0001";"0003";"0400";"0120";"0731";"0000025140";"0000000000";"0000018329";"9999"
"0409060178";"0001";"0001";"0050";"0120";"1571";"0000009481";"0000007475";"0000007852";"9999"
"0409060186";"0001";"0001";"0200";"0300";"0731";"0000020005";"0000000000";"0000013897";"9999"
"0409060194";"0001";"0002";"0250";"0144";"1571";"0000034397";"0000000000";"0000018497";"9999"
"0409060208";"0001";"0002";"0250";"0144";"1571";"0000025416";"0000000000";"0000018330";"9999"
"0409060216";"0001";"0002";"0150";"0000";"1571";"0000035800";"0000000000";"0000015186";"9999"
"0409060224";"0001";"0002";"0200";"0144";"1571";"0000017705";"0000000000";"0000014669";"9999"
"0409060232";"0001";"0002";"0200";"0000";"1571";"0000031272";"0000000000";"0000015287";"9999"
"0409060240";"0001";"0002";"0200";"0000";"1571";"0000019350";"0000000000";"0000018334";"9999"
"0409060259";"0001";"0002";"0200";"0120";"0731";"0000018767";"0000000000";"0000014665";"9999"
"0409060267";"0001";"0001";"0200";"0000";"1571";"0000019045";"0000000000";"0000014672";"9999"
"0409060275";"0001";"0002";"0200";"0000";"1571";"0000017759";"0000000000";"0000014664";"9999"
"0409060283";"0001";"0004";"0250";"0000";"1571";"0000053802";"0000000000";"0000025675";"9999"
"0409060291";"0001";"0003";"0300";"0252";"0911";"0000068390";"0000000000";"0000051190";"9999"
"0409060305";"0001";"9999";"0000";"0240";"1571";"0000000000";"0000004524";"0000000000";"9999"
"0409070017";"0001";"0001";"0050";"0000";"1571";"0000004873";"0000000000";"0000007062";"9999"
"0409070025";"0001";"0002";"0250";"0120";"1571";"0000022590";"0000000000";"0000014664";"9999"
"0409070033";"0001";"0003";"0250";"0300";"1571";"0000019140";"0000000000";"0000015998";"9999"
"0409070041";"0001";"0002";"0250";"0300";"1571";"0000022589";"0000000000";"0000014664";"9999"
"0409070050";"0001";"0002";"0250";"0300";"1571";"0000029812";"0000000000";"0000017431";"9999"
"0409070068";"0001";"0001";"0250";"0300";"1571";"0000022589";"0000000000";"0000014665";"9999"
