"co_procedimento";"qt_maxima_execucao";"qt_dias_permanencia";"qt_pontos";"vl_idade_minima";"vl_idade_maxima";"vl_servico_hospitalar";"vl_servico_ambulatorial";"vl_servico_profissional";"qt_tempo_permanencia"
"0408020300";"0002";"0002";"0100";"0000";"1571";"0000010776";"0000002842";"0000008713";"9999"
"0408020318";"0002";"0002";"0250";"0000";"1571";"0000023370";"0000000000";"0000013267";"9999"
"0408020326";"0005";"0001";"0150";"0000";"1571";"0000014996";"0000000000";"0000009119";"9999"
"0408020334";"0002";"0004";"0150";"0000";"1571";"0000036439";"0000000000";"0000013459";"9999"
"0408020342";"0010";"0002";"0150";"0000";"1571";"0000010969";"0000000000";"0000008291";"9999"
"0408020350";"0002";"0003";"0100";"0000";"1571";"0000020127";"0000000000";"0000011015";"9999"
"0408020369";"0002";"0003";"0100";"0000";"1571";"0000024747";"0000000000";"0000012117";"9999"
"0408020377";"0010";"0002";"0150";"0000";"1571";"0000014675";"0000000000";"0000011151";"9999"
"0408020385";"0002";"0003";"0150";"0000";"1571";"0000036506";"0000000000";"0000013468";"9999"
"0408020393";"0002";"0002";"0150";"0000";"1571";"0000024251";"0000000000";"0000012244";"9999"
"0408020407";"0002";"0002";"0150";"0000";"1571";"0000015949";"0000000000";"0000009431";"9999"
"0408020415";"0002";"0003";"0250";"0000";"1571";"0000023371";"0000000000";"0000013266";"9999"
"0408020423";"0002";"0003";"0250";"0000";"1571";"0000037519";"0000000000";"0000017211";"9999"
"0408020431";"0002";"0002";"0250";"0000";"1571";"0000016935";"0000000000";"0000009594";"9999"
"0408020440";"0002";"0002";"0150";"0000";"0251";"0000011108";"0000000000";"0000008994";"9999"
"0408020458";"0002";"0003";"0250";"0000";"1571";"0000023371";"0000000000";"0000013266";"9999"
"0408020466";"0002";"0002";"0150";"0000";"1571";"0000015163";"0000000000";"0000009893";"9999"
"0408020474";"0002";"0001";"0150";"0000";"1571";"0000011966";"0000000000";"0000010001";"9999"
"0408020482";"0002";"0002";"0150";"0000";"1571";"0000014395";"0000000000";"0000009748";"9999"
"0408020490";"0002";"0002";"0150";"0000";"1571";"0000012631";"0000000000";"0000009578";"9999"
"0408020504";"0002";"0002";"0300";"0000";"0227";"0000016065";"0000000000";"0000010099";"9999"
"0408020512";"0002";"0002";"0150";"0000";"1571";"0000011888";"0000000000";"0000009006";"9999"
"0408020520";"0002";"0002";"0150";"0000";"1571";"0000011108";"0000000000";"0000008994";"9999"
"0408020539";"0010";"0002";"0150";"0000";"1571";"0000010970";"0000000000";"0000008290";"9999"
"0408020547";"0002";"0003";"0100";"0000";"1571";"0000020127";"0000000000";"0000011015";"9999"
"0408020555";"0005";"0002";"0150";"0000";"1571";"0000011559";"0000000000";"0000008753";"9999"
"0408020563";"0001";"0003";"0250";"0000";"1571";"0000032320";"0000000000";"0000014818";"9999"
"0408020571";"0001";"0004";"0150";"0000";"1571";"0000025487";"0000000000";"0000012244";"9999"
"0408020580";"0001";"0003";"1400";"0000";"1571";"0000026061";"0000000000";"0000018347";"9999"
"0408020598";"0001";"0002";"0150";"0000";"1571";"0000012653";"0000000000";"0000010276";"9999"
"0408020601";"0001";"0001";"0150";"0000";"1571";"0000012653";"0000000000";"0000010276";"9999"
"0408020610";"0002";"0002";"0150";"0000";"1571";"0000014675";"0000000000";"0000011151";"9999"
"0408020628";"0002";"0001";"0150";"0000";"1571";"0000010979";"0000000000";"0000008281";"9999"
"0408020636";"0001";"0002";"0250";"0000";"1571";"0000023717";"0000000000";"0000013471";"9999"
"0408020644";"0001";"0002";"0150";"0000";"1571";"0000013590";"0000000000";"0000011053";"9999"
"0408030011";"0001";"0007";"0550";"0000";"1571";"0000162592";"0000000000";"0000115578";"9999"
"0408030020";"0001";"0005";"0850";"0000";"1571";"0000096500";"0000000000";"0000061100";"9999"
"0408030038";"0001";"0005";"0650";"0000";"1571";"0000083300";"0000000000";"0000047000";"9999"
"0408030046";"0001";"0007";"0550";"0000";"1571";"0000125027";"0000000000";"0000035000";"9999"
"0408030054";"0001";"0007";"0550";"0000";"1571";"0000162592";"0000000000";"0000115578";"9999"
"0408030062";"0001";"0005";"0850";"0000";"1571";"0000146172";"0000000000";"0000061100";"9999"
"0408030070";"0001";"0005";"1000";"0000";"1571";"0000094300";"0000000000";"0000047000";"9999"
"0408030089";"0001";"0010";"0850";"0000";"1571";"0000108030";"0000000000";"0000063876";"9999"
"0408030097";"0001";"0007";"0550";"0000";"1571";"0000162592";"0000000000";"0000115578";"9999"
"0408030100";"0001";"0007";"0550";"0000";"1571";"0000162592";"0000000000";"0000115578";"9999"
"0408030119";"0001";"0005";"1000";"0000";"1571";"0000094300";"0000000000";"0000047000";"9999"
"0408030127";"0001";"0005";"0550";"0000";"1571";"0000083315";"0000000000";"0000047000";"9999"
"0408030135";"0001";"0005";"0850";"0000";"1571";"0000127227";"0000000000";"0000061100";"9999"
"0408030143";"0001";"0008";"0850";"0000";"1571";"0000139534";"0000000000";"0000077095";"9999"
"0408030151";"0001";"0008";"0550";"0000";"1571";"0000139534";"0000000000";"0000077095";"9999"
"0408030160";"0001";"0008";"0550";"0000";"1571";"0000139534";"0000000000";"0000077095";"9999"
"0408030178";"0001";"0010";"0550";"0000";"1571";"0000094300";"0000000000";"0000061100";"9999"
"0408030186";"0001";"0010";"0550";"0000";"1571";"0000094300";"0000000000";"0000061100";"9999"
"0408030194";"0001";"0007";"0550";"0000";"1571";"0000094300";"0000000000";"0000061100";"9999"
"0408030208";"0001";"0010";"0550";"0000";"1571";"0000094300";"0000000000";"0000061100";"9999"
"0408030216";"0001";"0010";"0550";"0000";"1571";"0000094300";"0000000000";"0000061100";"9999"
"0408030224";"0001";"0010";"0550";"0000";"1571";"0000094300";"0000000000";"0000061100";"9999"
"0408030232";"0001";"0008";"0850";"0000";"1571";"0000125130";"0000000000";"0000047099";"9999"
"0408030240";"0001";"0008";"1000";"0000";"1571";"0000125027";"0000000000";"0000047000";"9999"
"0408030259";"0001";"0008";"0850";"0000";"1571";"0000162592";"0000000000";"0000115578";"9999"
"0408030267";"0001";"0008";"0850";"0000";"1571";"0000125237";"0000000000";"0000047000";"9999"
"0408030275";"0001";"0007";"0850";"0000";"1571";"0000162592";"0000000000";"0000115578";"9999"
"0408030283";"0001";"0010";"0850";"0000";"1571";"0000162592";"0000000000";"0000115578";"9999"
"0408030291";"0001";"0007";"0850";"0000";"1571";"0000162592";"0000000000";"0000115578";"9999"
"0408030305";"0001";"0010";"0550";"0000";"1571";"0000162592";"0000000000";"0000115578";"9999"
"0408030313";"0001";"0010";"0850";"0000";"1571";"0000162592";"0000000000";"0000115578";"9999"
"0408030321";"0001";"0010";"0850";"0000";"1571";"0000162592";"0000000000";"0000115578";"9999"
"0408030330";"0001";"0010";"0550";"0000";"1571";"0000084339";"0000000000";"0000032844";"9999"
"0408030348";"0001";"0007";"0100";"0000";"1571";"0000016415";"0000000000";"0000032844";"9999"
"0408030356";"0001";"0010";"0850";"0000";"1571";"0000095310";"0000000000";"0000083000";"9999"
"0408030364";"0001";"0010";"0700";"0000";"1571";"0000079563";"0000000000";"0000047000";"9999"
"0408030372";"0001";"0010";"0850";"0000";"1571";"0000083326";"0000000000";"0000061100";"9999"
"0408030380";"0001";"0003";"0850";"0000";"1571";"0000125027";"0000000000";"0000047000";"9999"
"0408030399";"0001";"0003";"0400";"0120";"1571";"0000043132";"0000000000";"0000033339";"9999"
"0408030402";"0001";"0004";"0400";"0000";"1571";"0000062548";"0000000000";"0000038000";"9999"
"0408030410";"0001";"0004";"0850";"0000";"1571";"0000125240";"0000000000";"0000053352";"9999"
"0408030429";"0001";"0004";"0400";"0000";"1571";"0000125027";"0000000000";"0000047000";"9999"
"0408030437";"0001";"0004";"0850";"0000";"1571";"0000096300";"0000000000";"0000038000";"9999"
"0408030445";"0001";"0004";"0400";"0000";"1571";"0000119300";"0000000000";"0000053352";"9999"
"0408030453";"0001";"0010";"0550";"0000";"1571";"0000125027";"0000000000";"0000045600";"9999"
"0408030461";"0001";"0006";"0400";"0000";"1571";"0000125027";"0000000000";"0000045600";"9999"
"0408030470";"0001";"0004";"0100";"0000";"1571";"0000020477";"0000000000";"0000009401";"9999"
"0408030488";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000003500";"9999"
"0408030500";"0001";"0007";"0700";"0000";"1571";"0000134223";"0000000000";"0000061100";"9999"
"0408030518";"0001";"0010";"0850";"0000";"1571";"0000134223";"0000000000";"0000061100";"9999"
"0408030526";"0001";"0003";"0100";"0000";"1571";"0000011679";"0000000000";"0000007920";"9999"
"0408030534";"0001";"0005";"0400";"0000";"1571";"0000083326";"0000000000";"0000034560";"9999"
"0408030542";"0001";"0005";"0450";"0000";"1571";"0000079563";"0000000000";"0000028800";"9999"
"0408030550";"0001";"0005";"0700";"0000";"1571";"0000125240";"0000000000";"0000047000";"9999"
"0408030569";"0001";"0010";"0850";"0000";"1571";"0000125240";"0000000000";"0000047000";"9999"
"0408030577";"0001";"0005";"0550";"0000";"1571";"0000125240";"0000000000";"0000038000";"9999"
"0408030585";"0001";"0005";"0400";"0000";"1571";"0000073799";"0000000000";"0000022695";"9999"
"0408030593";"0001";"0004";"0400";"0000";"1571";"0000125240";"0000000000";"0000038000";"9999"
"0408030607";"0001";"0004";"0400";"0000";"1571";"0000165648";"0000000000";"0000022695";"9999"
"0408030615";"0001";"0010";"0850";"0000";"1571";"0000131711";"0000000000";"0000061100";"9999"
"0408030623";"0001";"0010";"0850";"0000";"1571";"0000084325";"0000000000";"0000077099";"9999"
"0408030631";"0001";"0010";"0850";"0000";"1571";"0000084325";"0000000000";"0000076886";"9999"
"0408030640";"0001";"0007";"0400";"0000";"1571";"0000094300";"0000000000";"0000047000";"9999"
"0408030658";"0001";"0010";"0850";"0000";"1571";"0000181235";"0000000000";"0000115643";"9999"
"0408030666";"0001";"0010";"0850";"0000";"1571";"0000163749";"0000000000";"0000100224";"9999"
"0408030674";"0001";"0010";"0850";"0000";"1571";"0000125027";"0000000000";"0000047000";"9999"
"0408030682";"0001";"0010";"0850";"0000";"1571";"0000139534";"0000000000";"0000061100";"9999"
"0408030690";"0001";"0010";"0850";"0012";"1571";"0000139534";"0000000000";"0000061100";"9999"
"0408030704";"0001";"0003";"0550";"0216";"1571";"0000075552";"0000000000";"0000023000";"9999"
"0408030712";"0001";"0010";"0850";"0000";"1571";"0000162565";"0000000000";"0000115512";"9999"
"0408030720";"0001";"0010";"0850";"0012";"1571";"0000139534";"0000000000";"0000061100";"9999"
"0408030739";"0001";"0010";"0850";"0000";"1571";"0000146313";"0000000000";"0000061100";"9999"
"0408030747";"0001";"0010";"0550";"0180";"1571";"0000125027";"0000000000";"0000047000";"9999"
"0408030755";"0001";"0002";"0150";"0012";"0227";"0000012961";"0000000000";"0000013335";"9999"
"0408030763";"0001";"0010";"0850";"0000";"1571";"0000163849";"0000000000";"0000100224";"9999"
"0408030771";"0001";"0007";"0100";"0000";"1571";"0000021916";"0000000000";"0000010541";"9999"
"0408030780";"0001";"0010";"0400";"0216";"1571";"0000075652";"0000000000";"0000035000";"9999"
"0408030798";"0001";"0003";"0550";"0216";"1571";"0000075552";"0000000000";"0000023000";"9999"
"0408030801";"0001";"0010";"0850";"0000";"1571";"0000163849";"0000000000";"0000100224";"9999"
"0408030810";"0001";"0010";"0850";"0000";"1571";"0000163849";"0000000000";"0000100224";"9999"
"0408030828";"0001";"0010";"0850";"0000";"1571";"0000163849";"0000000000";"0000100224";"9999"
"0408030836";"0001";"0007";"0850";"0000";"1571";"0000163849";"0000000000";"0000100224";"9999"
"0408030844";"0001";"0007";"0850";"0000";"1571";"0000163849";"0000000000";"0000100224";"9999"
"0408030852";"0001";"0010";"0850";"0000";"1571";"0000163849";"0000000000";"0000100224";"9999"
"0408030860";"0001";"0010";"0850";"0000";"1571";"0000150470";"0000000000";"0000100224";"9999"
"0408030879";"0001";"0007";"0850";"0000";"1571";"0000163849";"0000000000";"0000100224";"9999"
"0408030887";"0001";"0010";"0850";"0000";"1571";"0000163849";"0000000000";"0000100224";"9999"
"0408030895";"0001";"0007";"0850";"0000";"1571";"0000161849";"0000000000";"0000100224";"9999"
"0408030909";"0001";"0010";"0850";"0000";"1571";"0000161849";"0000000000";"0000100224";"9999"
"0408030917";"0001";"0006";"0850";"0000";"1571";"0000162592";"0000000000";"0000115578";"9999"
"0408040017";"0001";"0006";"0400";"0000";"1571";"0000134374";"0000000000";"0000029154";"9999"
"0408040025";"0001";"0005";"0250";"0000";"1571";"0000059529";"0000000000";"0000018966";"9999"
"0408040033";"0002";"0006";"0250";"0000";"1571";"0000059529";"0000000000";"0000018966";"9999"
"0408040041";"0001";"0008";"0400";"0000";"1571";"0000134375";"0000000000";"0000029152";"9999"
"0408040050";"0001";"0005";"0550";"0216";"1571";"0000129250";"0000000000";"0000027816";"9999"
"0408040068";"0001";"0006";"0550";"0216";"1571";"0000158560";"0000000000";"0000033049";"9999"
"0408040076";"0001";"0006";"0550";"0180";"1571";"0000130178";"0000000000";"0000037709";"9999"
"0408040084";"0002";"0005";"0400";"0180";"1571";"0000134375";"0000000000";"0000029152";"9999"
"0408040092";"0002";"0005";"0550";"0180";"1571";"0000094772";"0000000000";"0000026700";"9999"
"0408040106";"0001";"0007";"0400";"0000";"1571";"0000134371";"0000000000";"0000029157";"9999"
"0408040114";"0001";"0010";"0850";"0000";"1571";"0000166047";"0000000000";"0000033378";"9999"
"0408040122";"0001";"0004";"0400";"0048";"0203";"0000053415";"0000000000";"0000022528";"9999"
"0408040130";"0002";"0005";"0400";"0048";"0227";"0000053414";"0000000000";"0000022528";"9999"
"0408040149";"0001";"0004";"0250";"0000";"1571";"0000059528";"0000000000";"0000018967";"9999"
"0408040157";"0001";"0005";"0450";"0000";"1571";"0000063945";"0000000000";"0000019567";"9999"
"0408040165";"0001";"0004";"0550";"0000";"1571";"0000127168";"0000000000";"0000033049";"9999"
"0408040173";"0001";"0004";"0050";"0000";"0035";"0000011280";"0000000000";"0000003724";"9999"
"0408040181";"0002";"0003";"0050";"0000";"0035";"0000009492";"0000000000";"0000005729";"9999"
"0408040190";"0001";"0003";"0100";"0000";"1571";"0000006343";"0000000000";"0000006908";"9999"
"0408040203";"0001";"0003";"0100";"0000";"1571";"0000005850";"0000000000";"0000006372";"9999"
"0408040211";"0002";"9999";"0000";"0000";"1571";"0000005761";"0000000000";"0000000000";"9999"
"0408040220";"0002";"0006";"0400";"0000";"0191";"0000134375";"0000000000";"0000043728";"9999"
"0408040238";"0002";"0004";"0250";"0000";"0371";"0000059519";"0000000000";"0000018976";"9999"
"0408040246";"0001";"0003";"0100";"0060";"1571";"0000011679";"0000000000";"0000007920";"9999"
"0408040254";"0002";"0010";"0300";"0060";"1571";"0000076130";"0000000000";"0000028464";"9999"
"0408040262";"0001";"0007";"0250";"0000";"1571";"0000065015";"0000000000";"0000022115";"9999"
"0408040270";"0001";"0003";"0100";"0000";"1571";"0000011679";"0000000000";"0000007920";"9999"
"0408040289";"0002";"0008";"0950";"0000";"1571";"0000134370";"0000000000";"0000049272";"9999"
"0408040297";"0002";"0008";"0400";"0000";"1571";"0000134370";"0000000000";"0000029157";"9999"
"0408040300";"0001";"0003";"0100";"0000";"1571";"0000011679";"0000000000";"0000007920";"9999"
"0408040319";"0002";"0008";"0450";"0000";"1571";"0000134370";"0000000000";"0000037902";"9999"
"0408040327";"0002";"0005";"0400";"0000";"0227";"0000134372";"0000000000";"0000029155";"9999"
"0408040335";"0002";"0006";"0400";"0000";"1571";"0000134370";"0000000000";"0000029157";"9999"
"0408040343";"0002";"0005";"0400";"0000";"0731";"0000134372";"0000000000";"0000029155";"9999"
"0408050012";"0002";"0004";"0500";"0000";"1571";"0000066500";"0000000000";"0000022774";"9999"
"0408050020";"0002";"0003";"0200";"0000";"1571";"0000015742";"0000000000";"0000011659";"9999"
"0408050039";"0002";"0004";"0550";"0000";"1571";"0000021662";"0000000000";"0000015450";"9999"
"0408050047";"0001";"0005";"0550";"0060";"1571";"0000127015";"0000000000";"0000033203";"9999"
"0408050055";"0002";"0005";"0500";"0192";"1571";"0000127015";"0000000000";"0000027119";"9999"
"0408050063";"0002";"0004";"0300";"0192";"1571";"0000091992";"0000000000";"0000023492";"9999"
"0408050071";"0002";"0003";"0300";"0192";"0731";"0000091992";"0000000000";"0000023492";"9999"
"0408050080";"0002";"0003";"0300";"0000";"1571";"0000021759";"0000000000";"0000012015";"9999"
"0408050098";"0002";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000001500";"9999"
"0408050101";"0002";"0003";"0150";"0000";"1571";"0000022055";"0000000000";"0000012351";"9999"
"0408050110";"0001";"0004";"0550";"0000";"1571";"0000127015";"0000000000";"0000033203";"9999"
"0408050128";"0002";"0003";"0150";"0000";"1571";"0000016087";"0000000000";"0000011228";"9999"
"0408050136";"0002";"0003";"0550";"0000";"1571";"0000127015";"0000000000";"0000033203";"9999"
"0408050144";"0002";"0002";"0300";"0000";"1571";"0000026301";"0000000000";"0000016913";"9999"
"0408050152";"0001";"0003";"0250";"0000";"1571";"0000043567";"0000000000";"0000014322";"9999"
"0408050160";"0002";"0002";"0550";"0144";"1571";"0000127015";"0000000000";"0000033203";"9999"
"0408050179";"0002";"0003";"0450";"0144";"1571";"0000127015";"0000000000";"0000033203";"9999"
"0408050195";"0010";"0001";"0100";"0000";"1571";"0000005478";"0000003520";"0000005966";"9999"
"0408050209";"0010";"0002";"0100";"0000";"1571";"0000005478";"0000003520";"0000005966";"9999"
"0408050217";"0002";"0002";"0100";"0000";"1571";"0000007425";"0000003520";"0000006679";"9999"
"0408050225";"0002";"0003";"0100";"0000";"1571";"0000005182";"0000004469";"0000005643";"9999"
"0408050233";"0002";"0003";"0100";"0000";"1571";"0000005722";"0000000000";"0000006232";"9999"
"0408050241";"0002";"0002";"0100";"0000";"1571";"0000005478";"0000003520";"0000005966";"9999"
"0408050250";"0002";"0002";"0100";"0000";"1571";"0000005385";"0000004469";"0000005865";"9999"
"0408050268";"0002";"0002";"0100";"0000";"1571";"0000005182";"0000004259";"0000005643";"9999"
"0408050276";"0002";"0002";"0100";"0000";"1571";"0000005182";"0000004184";"0000005643";"9999"
"0408050284";"0002";"0002";"0100";"0000";"1571";"0000005478";"0000003520";"0000005966";"9999"
"0408050292";"0002";"0002";"0100";"0000";"1571";"0000005478";"0000003520";"0000005966";"9999"
"0408050306";"0002";"0006";"0700";"0000";"1571";"0000201791";"0000000000";"0000044321";"9999"
"0408050314";"0002";"0006";"0700";"0000";"1571";"0000201791";"0000000000";"0000044321";"9999"
"0408050322";"0002";"0002";"0150";"0000";"1571";"0000013355";"0000000000";"0000007975";"9999"
"0408050330";"0002";"0003";"0250";"0000";"1571";"0000010246";"0000002000";"0000006948";"9999"
"0408050349";"0002";"0002";"0300";"0000";"1571";"0000016315";"0000000000";"0000018137";"9999"
"0408050357";"0004";"0002";"0200";"0000";"1571";"0000016315";"0000000000";"0000012091";"9999"
"0408050365";"0002";"0003";"0200";"0000";"1571";"0000015421";"0000000000";"0000011420";"9999"
"0408050373";"0002";"0002";"0100";"0000";"1571";"0000016204";"0000000000";"0000008177";"9999"
"0408050381";"0002";"0003";"0400";"0000";"1571";"0000053415";"0000000000";"0000022527";"9999"
"0408050390";"0002";"0002";"0400";"0000";"1571";"0000036804";"0000000000";"0000013012";"9999"
"0408050403";"0002";"0001";"0550";"0192";"0551";"0000127015";"0000000000";"0000033203";"9999"
"0408050411";"0002";"0003";"0300";"0000";"1571";"0000043406";"0000000000";"0000018022";"9999"
"0408050420";"0002";"0003";"0250";"0000";"1571";"0000024462";"0000000000";"0000014043";"9999"
"0408050438";"0002";"0003";"0400";"0000";"1571";"0000053415";"0000000000";"0000022527";"9999"
"0408050446";"0002";"0002";"0200";"0060";"1571";"0000015422";"0000000000";"0000011419";"9999"
"0408050454";"0002";"0003";"0200";"0000";"1571";"0000015424";"0000000000";"0000011417";"9999"
"0408050462";"0010";"0003";"0200";"0000";"1571";"0000015426";"0000000000";"0000011417";"9999"
"0408050470";"0010";"0003";"0200";"0000";"1571";"0000021101";"0000000000";"0000012559";"9999"
"0408050489";"0002";"0004";"0400";"0000";"1571";"0000071522";"0000000000";"0000024663";"9999"
"0408050497";"0002";"0003";"0300";"0000";"1571";"0000026301";"0000000000";"0000016913";"9999"
"0408050500";"0002";"0004";"0300";"0000";"1571";"0000063125";"0000000000";"0000021511";"9999"
"0408050519";"0002";"0004";"0400";"0000";"1571";"0000072517";"0000000000";"0000024780";"9999"
"0408050527";"0002";"0003";"0250";"0000";"1571";"0000034409";"0000000000";"0000015958";"9999"
"0408050535";"0002";"0003";"0200";"0000";"1571";"0000015429";"0000000000";"0000011413";"9999"
"0408050543";"0002";"0004";"0300";"0000";"1571";"0000026301";"0000000000";"0000020295";"9999"
"0408050551";"0002";"0003";"0250";"0000";"1571";"0000025208";"0000000000";"0000014507";"9999"
"0408050560";"0002";"0003";"0200";"0000";"1571";"0000015429";"0000000000";"0000011413";"9999"
"0408050578";"0002";"0003";"0200";"0000";"1571";"0000035746";"0000000000";"0000012403";"9999"
"0408050586";"0002";"0004";"0250";"0000";"1571";"0000025208";"0000000000";"0000014507";"9999"
"0408050594";"0002";"0003";"0250";"0000";"1571";"0000025208";"0000000000";"0000014507";"9999"
"0408050608";"0002";"0003";"0300";"0000";"0227";"0000041348";"0000000000";"0000017474";"9999"
"0408050616";"0002";"0004";"0400";"0000";"1571";"0000053415";"0000000000";"0000022527";"9999"
"0408050624";"0002";"0004";"0400";"0000";"1571";"0000072517";"0000000000";"0000024780";"9999"
"0408050632";"0002";"0004";"0400";"0000";"1571";"0000072517";"0000000000";"0000024780";"9999"
"0408050640";"0002";"0002";"0200";"0000";"1571";"0000016745";"0000000000";"0000013332";"9999"
"0408050659";"0002";"0002";"0300";"0000";"1571";"0000018452";"0000000000";"0000017129";"9999"
"0408050667";"0002";"0002";"0250";"0000";"1571";"0000032366";"0000000000";"0000015017";"9999"
"0408050675";"0002";"0003";"0300";"0000";"0227";"0000035655";"0000000000";"0000016788";"9999"
"0408050683";"0002";"0004";"0250";"0000";"1571";"0000025208";"0000000000";"0000014507";"9999"
"0408050691";"0010";"0002";"0200";"0000";"1571";"0000015429";"0000000000";"0000011413";"9999"
"0408050705";"0002";"0003";"0200";"0000";"1571";"0000015429";"0000000000";"0000011413";"9999"
"0408050713";"0010";"0003";"0200";"0000";"1571";"0000015429";"0000000000";"0000011413";"9999"
"0408050721";"0002";"0003";"0200";"0000";"1571";"0000015423";"0000000000";"0000011419";"9999"
"0408050730";"0002";"0002";"0200";"0000";"1571";"0000015423";"0000000000";"0000011419";"9999"
"0408050748";"0002";"0002";"0200";"0000";"1571";"0000015423";"0000000000";"0000011419";"9999"
"0408050756";"0002";"0002";"0300";"0000";"0227";"0000016315";"0000000000";"0000018137";"9999"
"0408050764";"0002";"0002";"0200";"0000";"0227";"0000016315";"0000000000";"0000012091";"9999"
"0408050772";"0002";"0002";"0300";"0216";"1571";"0000016315";"0000000000";"0000018137";"9999"
"0408050780";"0002";"0003";"0200";"0000";"1571";"0000015421";"0000000000";"0000014420";"9999"
"0408050799";"0002";"0004";"0400";"0000";"1571";"0000053415";"0000000000";"0000022527";"9999"
"0408050802";"0002";"0004";"0400";"0000";"1571";"0000053415";"0000000000";"0000022527";"9999"
"0408050810";"0002";"0004";"0550";"0000";"1571";"0000075032";"0000000000";"0000026045";"9999"
"0408050829";"0010";"0002";"0200";"0000";"1571";"0000015421";"0000000000";"0000011420";"9999"
"0408050837";"0002";"0004";"0400";"0000";"1571";"0000053415";"0000000000";"0000022527";"9999"
"0408050845";"0002";"0004";"0250";"0000";"1571";"0000025208";"0000000000";"0000014507";"9999"
"0408050853";"0002";"0003";"0300";"0000";"1571";"0000042089";"0000000000";"0000017771";"9999"
"0408050861";"0002";"0004";"0300";"0000";"1571";"0000057386";"0000000000";"0000019555";"9999"
"0408050870";"0002";"0004";"0300";"0000";"1571";"0000042084";"0000000000";"0000017777";"9999"
"0408050888";"0002";"0002";"0250";"0000";"0551";"0000043567";"0000000000";"0000014322";"9999"
"0408050896";"0002";"0001";"0150";"0000";"1571";"0000021303";"0000000000";"0000011923";"9999"
"0408050900";"0002";"0003";"0200";"0216";"1571";"0000015423";"0000000000";"0000011419";"9999"
"0408050918";"0002";"0002";"0200";"0000";"1571";"0000021099";"0000000000";"0000012561";"9999"
"0408050926";"0002";"0002";"0300";"0000";"0971";"0000104694";"0000000000";"0000028343";"9999"
"0408060018";"0002";"0002";"0250";"0000";"1571";"0000016214";"0000000000";"0000009179";"9999"
"0408060026";"0003";"0003";"0150";"0000";"1571";"0000014675";"0000000000";"0000011151";"9999"
"0408060034";"0002";"0003";"0400";"0000";"1571";"0000059502";"0000000000";"0000021472";"9999"
"0408060042";"0010";"0002";"0150";"0000";"1571";"0000022823";"0000002842";"0000010980";"9999"
"0408060050";"0005";"0002";"0250";"0000";"1571";"0000012213";"0000000000";"0000009166";"9999"
"0408060069";"0002";"0003";"0450";"0000";"1571";"0000086992";"0000000000";"0000023446";"9999"
"0408060077";"0010";"0003";"0200";"0000";"1571";"0000015424";"0000000000";"0000011417";"9999"
"0408060085";"0001";"0002";"0250";"0144";"1571";"0000013139";"0000002842";"0000008224";"9999"
"0408060093";"0002";"0003";"0450";"0000";"1571";"0000048943";"0000000000";"0000021559";"9999"
"0408060107";"0001";"0004";"0250";"0000";"1571";"0000026641";"0000000000";"0000016294";"9999"
"0408060115";"0001";"0002";"0200";"0000";"1571";"0000018164";"0000000000";"0000010171";"9999"
"0408060123";"0001";"0002";"0200";"0000";"1571";"0000017815";"0000000000";"0000010551";"9999"
"0408060131";"0005";"0002";"0150";"0000";"1571";"0000008332";"0000000000";"0000005874";"9999"
"0408060140";"0001";"0002";"0150";"0000";"1571";"0000012729";"0000000000";"0000009566";"9999"
"0408060158";"0002";"0002";"0150";"0000";"1571";"0000006722";"0000002842";"0000005479";"9999"
"0408060166";"0005";"0003";"0150";"0000";"1571";"0000014820";"0000000000";"0000011041";"9999"
"0408060174";"0001";"0003";"0150";"0000";"1571";"0000045529";"0000000000";"0000019445";"9999"
"0408060182";"0005";"0003";"0150";"0000";"1571";"0000020775";"0000000000";"0000011950";"9999"
"0408060190";"0002";"0003";"0150";"0000";"1571";"0000046058";"0000000000";"0000018510";"9999"
"0408060204";"0002";"0002";"0150";"0000";"1571";"0000012355";"0000000000";"0000007974";"9999"
"0408060212";"0002";"0001";"0050";"0000";"1571";"0000005240";"0000002842";"0000003909";"9999"
"0408060220";"0002";"9999";"0000";"0000";"1571";"0000000000";"0000002842";"0000000000";"9999"
"0408060239";"0001";"0006";"0450";"0000";"1031";"0000156235";"0000000000";"0000070119";"9999"
"0408060247";"0001";"0010";"0500";"0000";"1571";"0000081259";"0000000000";"0000027739";"9999"
"0408060255";"0001";"0004";"0450";"0000";"1571";"0000081259";"0000000000";"0000027739";"9999"
"0408060263";"0001";"0005";"0450";"0000";"1571";"0000196902";"0000000000";"0000059222";"9999"
"0408060271";"0001";"0015";"0500";"0000";"1571";"0000081259";"0000000000";"0000027739";"9999"
"0408060280";"0001";"0005";"0500";"0000";"1571";"0000081259";"0000000000";"0000027739";"9999"
"0408060298";"0001";"0002";"0150";"0000";"1571";"0000018381";"0000000000";"0000012932";"9999"
"0408060301";"9999";"0002";"0150";"0000";"1571";"0000012355";"0000002842";"0000007974";"9999"
"0408060310";"0001";"0002";"0150";"0000";"1571";"0000025013";"0000000000";"0000011790";"9999"
"0408060328";"0001";"0002";"0050";"0000";"1571";"0000008812";"0000000000";"0000005095";"9999"
"0408060336";"0001";"0002";"0050";"0000";"1571";"0000008890";"0000000000";"0000005143";"9999"
