"co_procedimento";"co_cid"
"0604500033";"G405"
"0604500033";"G406"
"0604500033";"G407"
"0604500033";"G408"
"0604500041";"F311"
"0604500041";"F312"
"0604500041";"F313"
"0604500041";"F314"
"0604500041";"F315"
"0604500041";"F316"
"0604500041";"F317"
"0604500041";"G400"
"0604500041";"G401"
"0604500041";"G402"
"0604500041";"G403"
"0604500041";"G404"
"0604500041";"G405"
"0604500041";"G406"
"0604500041";"G407"
"0604500041";"G408"
"0604500050";"F311"
"0604500050";"F312"
"0604500050";"F313"
"0604500050";"F314"
"0604500050";"F315"
"0604500050";"F316"
"0604500050";"F317"
"0604500050";"G400"
"0604500050";"G401"
"0604500050";"G402"
"0604500050";"G403"
"0604500050";"G404"
"0604500050";"G405"
"0604500050";"G406"
"0604500050";"G407"
"0604500050";"G408"
"0604500068";"G400"
"0604500068";"G401"
"0604500068";"G402"
"0604500068";"G403"
"0604500068";"G404"
"0604500068";"G405"
"0604500068";"G406"
"0604500068";"G407"
"0604500068";"G408"
"0604500076";"G400"
"0604500076";"G401"
"0604500076";"G402"
"0604500076";"G403"
"0604500076";"G404"
"0604500076";"G405"
"0604500076";"G406"
"0604500076";"G407"
"0604500076";"G408"
"0604500084";"G400"
"0604500084";"G401"
"0604500084";"G402"
"0604500084";"G403"
"0604500084";"G404"
"0604500084";"G405"
"0604500084";"G406"
"0604500084";"G407"
"0604500084";"G408"
"0604510012";"F200"
"0604510012";"F201"
"0604510012";"F202"
"0604510012";"F203"
"0604510012";"F204"
"0604510012";"F205"
"0604510012";"F206"
"0604510012";"F208"
"0604510012";"F250"
"0604510012";"F251"
"0604510012";"F252"
"0604510012";"F311"
"0604510012";"F312"
"0604510012";"F313"
"0604510012";"F314"
"0604510012";"F315"
"0604510012";"F316"
"0604510012";"F317"
"0604510012";"F840"
"0604510012";"F841"
"0604510012";"F843"
"0604510012";"F845"
"0604510012";"F848"
"0604510020";"F200"
"0604510020";"F201"
"0604510020";"F202"
"0604510020";"F203"
"0604510020";"F204"
"0604510020";"F205"
"0604510020";"F206"
"0604510020";"F208"
"0604510020";"F250"
"0604510020";"F251"
"0604510020";"F252"
"0604510020";"F311"
"0604510020";"F312"
"0604510020";"F313"
"0604510020";"F314"
"0604510020";"F315"
"0604510020";"F316"
"0604510020";"F317"
"0604510020";"F840"
"0604510020";"F841"
"0604510020";"F843"
"0604510020";"F845"
"0604510020";"F848"
"0604510039";"F200"
"0604510039";"F201"
"0604510039";"F202"
"0604510039";"F203"
"0604510039";"F204"
"0604510039";"F205"
"0604510039";"F206"
"0604510039";"F208"
"0604510039";"F250"
"0604510039";"F251"
"0604510039";"F252"
"0604510039";"F311"
"0604510039";"F312"
"0604510039";"F313"
"0604510039";"F314"
"0604510039";"F315"
"0604510039";"F316"
"0604510039";"F317"
"0604510039";"F840"
"0604510039";"F841"
"0604510039";"F843"
"0604510039";"F845"
"0604510039";"F848"
"0604510047";"F840"
"0604510047";"F841"
"0604510047";"F843"
"0604510047";"F845"
"0604510047";"F848"
"0604520018";"G35 "
"0604530013";"D610"
"0604530013";"D693"
"0604530013";"G35 "
"0604530013";"G700"
"0604530013";"H300"
"0604530013";"H301"
"0604530013";"H302"
"0604530013";"H308"
"0604530013";"K500"
"0604530013";"K501"
"0604530013";"K508"
"0604530013";"K510"
"0604530013";"K511"
"0604530013";"K512"
"0604530013";"K513"
"0604530013";"K514"
"0604530013";"K515"
"0604530013";"K518"
"0604530013";"K754"
"0604530013";"L930"
"0604530013";"L931"
"0604530013";"M051"
"0604530013";"M052"
"0604530013";"M080"
"0604530013";"M321"
"0604530013";"M328"
"0604530013";"M330"
"0604530013";"M331"
"0604530013";"M332"
"0604530013";"M340"
"0604530013";"M341"
"0604530013";"M348"
"0604530013";"T861"
"0604530013";"T864"
"0604530013";"Z940"
"0604530013";"Z941"
"0604530013";"Z942"
"0604530013";"Z943"
"0604530013";"Z944"
"0604530013";"Z948"
"0604530021";"L400"
"0604530021";"L401"
"0604530021";"L404"
"0604530021";"L408"
"0604530021";"L930"
"0604530021";"L931"
"0604530021";"M050"
"0604530021";"M053"
"0604530021";"M058"
"0604530021";"M060"
"0604530021";"M068"
"0604530021";"M070"
"0604530021";"M072"
"0604530021";"M073"
"0604530021";"M080"
"0604530021";"M321"
"0604530021";"M328"
"0604530021";"M330"
"0604530021";"M331"
"0604530021";"M332"
"0604530021";"M340"
"0604530021";"M341"
"0604530021";"M348"
"0604530021";"M45 "
"0604530021";"M468"
"0604530030";"K500"
"0604530030";"K501"
"0604530030";"K508"
"0604530030";"L400"
"0604530030";"L401"
"0604530030";"L404"
"0604530030";"L408"
"0604530030";"L930"
"0604530030";"L931"
"0604530030";"M050"
"0604530030";"M053"
"0604530030";"M058"
"0604530030";"M060"
"0604530030";"M068"
"0604530030";"M070"
"0604530030";"M072"
"0604530030";"M073"
"0604530030";"M080"
"0604530030";"M321"
"0604530030";"M328"
"0604530030";"M330"
"0604530030";"M331"
"0604530030";"M332"
"0604530030";"M340"
"0604530030";"M341"
"0604530030";"M348"
"0604530030";"M45 "
"0604530030";"M468"
"0604540019";"G122"
"0604540027";"G35 "
"0604540035";"G35 "
"0604540043";"G35 "
"0604550014";"G041"
"0604550014";"G243"
"0604550014";"G244"
"0604550014";"G245"
"0604550014";"G248"
"0604550014";"G513"
"0604550014";"G518"
"0604550014";"G800"
"0604550014";"G801"
"0604550014";"G802"
"0604550014";"G811"
"0604550014";"G821"
"0604550014";"G824"
"0604550014";"I690"
"0604550014";"I691"
"0604550014";"I692"
"0604550014";"I693"
"0604550014";"I694"
"0604550014";"I698"
"0604550014";"T905"
"0604550014";"T908"
"0604550022";"G041"
"0604550022";"G243"
"0604550022";"G244"
"0604550022";"G245"
"0604550022";"G248"
"0604550022";"G513"
"0604550022";"G518"
"0604550022";"G800"
"0604550022";"G801"
"0604550022";"G802"
"0604550022";"G811"
"0604550022";"G821"
"0604550022";"G824"
"0604550022";"I690"
"0604550022";"I691"
"0604550022";"I692"
"0604550022";"I693"
"0604550022";"I694"
"0604550022";"I698"
"0604550022";"T905"
"0604550022";"T908"
"0604560010";"E830"
"0604570015";"M800"
"0604570015";"M801"
"0604570015";"M802"
"0604570015";"M803"
"0604570015";"M804"
"0604570015";"M805"
"0604570015";"M808"
"0604570015";"M810"
"0604570015";"M811"
"0604570015";"M812"
"0604570015";"M813"
"0604570015";"M814"
"0604570015";"M815"
"0604570015";"M816"
"0604570015";"M818"
"0604570015";"M820"
"0604570015";"M821"
"0604570015";"M828"
"0604570015";"M880"
"0604570015";"M888"
"0604570023";"M800"
"0604570023";"M801"
"0604570023";"M802"
"0604570023";"M803"
"0604570023";"M804"
"0604570023";"M805"
"0604570023";"M808"
"0604570023";"M810"
"0604570023";"M811"
"0604570023";"M812"
"0604570023";"M813"
"0604570023";"M814"
"0604570023";"M815"
"0604570023";"M816"
"0604570023";"M818"
"0604570023";"M820"
"0604570023";"M821"
"0604570023";"M828"
"0604570023";"M880"
"0604570023";"M888"
"0604570031";"M800"
"0604570031";"M801"
"0604570031";"M802"
"0604570031";"M803"
"0604570031";"M804"
"0604570031";"M805"
"0604570031";"M808"
"0604570031";"M810"
"0604570031";"M811"
"0604570031";"M812"
"0604570031";"M813"
"0604570031";"M814"
"0604570031";"M815"
"0604570031";"M816"
"0604570031";"M818"
"0604570031";"M820"
"0604570031";"M821"
"0604570031";"M828"
"0604570031";"M880"
"0604570031";"M888"
"0604580010";"E841"
"0604580010";"E848"
"0604580010";"K860"
"0604580010";"K861"
"0604580010";"K903"
"0604580029";"E841"
"0604580029";"E848"
"0604580029";"K860"
"0604580029";"K861"
"0604580029";"K903"
"0604590016";"L700"
"0604590016";"L701"
"0604590016";"L708"
"0604590024";"L700"
"0604590024";"L701"
"0604590024";"L708"
"0604600011";"L400"
"0604600011";"L401"
"0604600011";"L404"
"0604600011";"L408"
"0604600011";"L440"
"0604600011";"Q800"
"0604600011";"Q801"
"0604600011";"Q802"
"0604600011";"Q803"
"0604600011";"Q808"
"0604600011";"Q828"
"0604600020";"L400"
"0604600020";"L401"
"0604600020";"L404"
"0604600020";"L408"
"0604600020";"L440"
"0604600020";"Q800"
"0604600020";"Q801"
"0604600020";"Q802"
"0604600020";"Q803"
"0604600020";"Q808"
"0604600020";"Q828"
"0604610017";"E230"
"0604610017";"Q960"
"0604610017";"Q961"
"0604610017";"Q962"
"0604610017";"Q963"
"0604610017";"Q964"
"0604610017";"Q968"
"0604610025";"E230"
"0604610025";"Q960"
"0604610025";"Q961"
"0604610025";"Q962"
"0604610025";"Q963"
"0604610025";"Q964"
"0604610025";"Q968"
"0604620012";"E200"
"0604620012";"E201"
"0604620012";"E208"
"0604620012";"E833"
"0604620012";"E892"
"0604620012";"N180"
"0604620012";"N188"
"0604620012";"N250"
"0604620012";"N258"
"0604620020";"E200"
"0604620020";"E201"
"0604620020";"E208"
"0604620020";"E833"
"0604620020";"E892"
"0604620020";"N180"
"0604620020";"N188"
"0604620020";"N250"
"0604620020";"N258"
"0604620039";"E200"
"0604620039";"E201"
"0604620039";"E208"
"0604620039";"E550"
"0604620039";"E559"
"0604620039";"E643"
"0604620039";"E833"
"0604620039";"E892"
"0604620039";"M800"
"0604620039";"M801"
"0604620039";"M802"
"0604620039";"M803"
"0604620039";"M804"
"0604620039";"M805"
"0604620039";"M808"
"0604620039";"M810"
"0604620039";"M811"
"0604620039";"M812"
"0604620039";"M813"
"0604620039";"M814"
"0604620039";"M815"
"0604620039";"M816"
"0604620039";"M818"
"0604620039";"M820"
"0604620039";"M821"
"0604620039";"M828"
"0604620039";"M830"
"0604620039";"M831"
"0604620039";"M832"
"0604620039";"M833"
"0604620039";"M838"
"0604620039";"N180"
"0604620039";"N188"
"0604620039";"N250"
"0604620039";"N258"
"0604620047";"E833"
"0604620047";"N180"
"0604620047";"N188"
"0604620047";"N250"
"0604620047";"N258"
"0604630018";"E752"
"0604640030";"B182"
"0604650019";"H401"
"0604650019";"H402"
"0604650019";"H403"
"0604650019";"H404"
"0604650019";"H405"
"0604650019";"H406"
"0604650019";"H408"
"0604650019";"Q150"
"0604650027";"H401"
"0604650027";"H402"
"0604650027";"H403"
"0604650027";"H404"
"0604650027";"H405"
"0604650027";"H406"
"0604650027";"H408"
"0604650027";"Q150"
"0604650035";"H401"
"0604650035";"H402"
"0604650035";"H403"
"0604650035";"H404"
"0604650035";"H405"
"0604650035";"H406"
"0604650035";"H408"
"0604650035";"Q150"
"0604660014";"H401"
"0604660014";"H402"
"0604660014";"H403"
"0604660014";"H404"
"0604660014";"H405"
"0604660014";"H406"
"0604660014";"H408"
"0604660014";"Q150"
"0604660022";"H401"
"0604660022";"H402"
"0604660022";"H403"
"0604660022";"H404"
"0604660022";"H405"
"0604660022";"H406"
"0604660022";"H408"
"0604660022";"Q150"
"0604660030";"H401"
"0604660030";"H402"
"0604660030";"H403"
"0604660030";"H404"
"0604660030";"H405"
"0604660030";"H406"
"0604660030";"H408"
"0604660030";"Q150"
"0604670010";"H401"
"0604670010";"H402"
"0604670010";"H403"
"0604670010";"H404"
"0604670010";"H405"
"0604670010";"H406"
"0604670010";"H408"
"0604670010";"Q150"
"0604680023";"M050"
"0604680023";"M053"
"0604680023";"M058"
"0604680023";"M060"
"0604680023";"M068"
"0604690010";"M050"
"0604690010";"M053"
"0604690010";"M058"
"0604690010";"M060"
"0604690010";"M068"
"0604690010";"M080"
"0604690029";"M070"
"0604690029";"M072"
"0604690029";"M073"
"0604690029";"M45 "
"0604690029";"M468"
"0604700016";"L400"
"0604700016";"L401"
"0604700016";"L404"
"0604700016";"L408"
"0604710011";"L400"
"0604710011";"L401"
"0604710011";"L404"
"0604710011";"L408"
"0604710020";"L400"
"0604710020";"L401"
"0604710020";"L404"
"0604710020";"L408"
"0604720017";"M050"
"0604720017";"M053"
"0604720017";"M058"
"0604720017";"M060"
"0604720017";"M068"
"0604720017";"M070"
"0604720017";"M072"
"0604720017";"M073"
"0604720017";"M080"
"0604720017";"M45 "
"0604720017";"M468"
"0604720025";"M050"
"0604720025";"M053"
"0604720025";"M058"
"0604720025";"M060"
"0604720025";"M068"
"0604720025";"M070"
"0604720025";"M072"
"0604720025";"M073"
"0604720025";"M080"
"0604720025";"M45 "
"0604720025";"M468"
"0604730012";"H401"
"0604730012";"H402"
"0604730012";"H403"
"0604730012";"H404"
"0604730012";"H405"
"0604730012";"H406"
"0604730012";"H408"
"0604730012";"Q150"
"0604740018";"H401"
"0604740018";"H402"
"0604740018";"H403"
"0604740018";"H404"
"0604740018";"H405"
"0604740018";"H406"
"0604740018";"H408"
"0604740018";"Q150"
"0604750013";"I270"
"0604750013";"I272"
"0604750013";"I278"
"0604750021";"I270"
"0604750021";"I272"
"0604750021";"I278"
"0604750030";"I270"
"0604750030";"I272"
"0604750030";"I278"
"0604750048";"I270"
"0604750048";"I272"
"0604750048";"I278"
"0604760019";"B171"
"0604760019";"B182"
"0604760027";"B171"
"0604760027";"B182"
"0604760035";"B171"
"0604760035";"B182"
"0604760043";"B182"
"0604760051";"B171"
"0604760051";"B182"
"0604760060";"B171"
"0604760060";"B182"
"0604760078";"B171"
"0604760078";"B182"
"0604760086";"B171"
"0604760086";"B182"
"0604770014";"E833"
"0604770014";"N180"
"0604770014";"N250"
"0604770022";"E833"
"0604770022";"N180"
"0604770022";"N250"
"0604770030";"E833"
"0604770030";"N180"
"0604770030";"N250"
"0604780010";"E100"
"0604780010";"E101"
"0604780010";"E102"
"0604780010";"E103"
"0604780010";"E104"
"0604780010";"E105"
"0604780010";"E106"
"0604780010";"E107"
"0604780010";"E108"
"0604780010";"E109"
"0701010010";"A303"
"0701010010";"A305"
"0701010010";"A309"
"0701010010";"B91 "
"0701010010";"B92 "
"0701010010";"G20 "
"0701010010";"G589"
"0701010010";"G629"
"0701010010";"G710"
"0701010010";"G729"
"0701010010";"G800"
"0701010010";"G801"
"0701010010";"G802"
"0701010010";"G803"
"0701010010";"G804"
"0701010010";"G808"
"0701010010";"G809"
"0701010010";"G810"
"0701010010";"G811"
"0701010010";"G819"
"0701010010";"G820"
"0701010010";"G821"
"0701010010";"G822"
"0701010010";"G823"
"0701010010";"G824"
"0701010010";"G825"
"0701010010";"G830"
"0701010010";"G831"
"0701010010";"G832"
"0701010010";"G833"
"0701010010";"G834"
"0701010010";"G838"
"0701010010";"G839"
"0701010010";"M139"
"0701010010";"M159"
"0701010010";"M170"
"0701010010";"M171"
"0701010010";"M199"
"0701010010";"M239"
"0701010010";"M839"
"0701010010";"Q050"
"0701010010";"Q051"
"0701010010";"Q052"
"0701010010";"Q053"
"0701010010";"Q054"
"0701010010";"Q055"
"0701010010";"Q056"
"0701010010";"Q057"
"0701010010";"Q058"
"0701010010";"Q059"
"0701010010";"Q730"
"0701010010";"Q731"
"0701010010";"Q738"
"0701010010";"Q740"
"0701010010";"Q741"
"0701010010";"Q742"
"0701010010";"Q743"
"0701010010";"Q748"
"0701010010";"Q749"
"0701010010";"Q780"
"0701010010";"Q999"
"0701010010";"R268"
"0701010010";"S068"
"0701010010";"S141"
"0701010010";"S241"
"0701010010";"S340"
"0701010010";"S341"
"0701010010";"S342"
"0701010010";"S343"
"0701010010";"S344"
"0701010010";"S345"
"0701010010";"S346"
"0701010010";"S348"
"0701010010";"S780"
"0701010010";"S781"
"0701010010";"S789"
"0701010010";"S836"
"0701010010";"S837"
"0701010010";"S880"
"0701010010";"S881"
"0701010010";"S889"
"0701010010";"S980"
"0701010010";"S981"
"0701010010";"S982"
"0701010010";"S983"
"0701010010";"S984"
"0701010010";"T639"
"0701010010";"T650"
"0701010010";"T651"
"0701010010";"T652"
"0701010010";"T653"
"0701010010";"T654"
"0701010010";"T655"
"0701010010";"T656"
"0701010010";"T658"
"0701010010";"T659"
"0701010010";"T903"
"0701010010";"T905"
"0701010010";"T953"
"0701010010";"Z540"
"0701010010";"Z544"
"0701010010";"Z899"
"0701010029";"A300"
"0701010029";"A303"
"0701010029";"A305"
"0701010029";"A309"
"0701010029";"A850"
"0701010029";"B91 "
"0701010029";"B92 "
"0701010029";"C61 "
"0701010029";"C710"
"0701010029";"C711"
"0701010029";"C712"
"0701010029";"C713"
"0701010029";"C714"
"0701010029";"C715"
"0701010029";"C716"
"0701010029";"C717"
"0701010029";"C718"
"0701010029";"C719"
"0701010029";"E760"
"0701010029";"E761"
"0701010029";"E762"
"0701010029";"E763"
"0701010029";"E768"
"0701010029";"E769"
"0701010029";"F03 "
"0701010029";"F710"
"0701010029";"F82 "
"0701010029";"F840"
"0701010029";"F841"
"0701010029";"F842"
"0701010029";"F843"
"0701010029";"F844"
"0701010029";"F845"
"0701010029";"F848"
"0701010029";"F849"
"0701010029";"G09 "
"0701010029";"G110"
"0701010029";"G111"
"0701010029";"G112"
"0701010029";"G113"
"0701010029";"G114"
"0701010029";"G118"
"0701010029";"G119"
"0701010029";"G120"
"0701010029";"G121"
"0701010029";"G122"
"0701010029";"G128"
"0701010029";"G129"
"0701010029";"G20 "
"0701010029";"G210"
"0701010029";"G211"
"0701010029";"G212"
"0701010029";"G213"
"0701010029";"G218"
"0701010029";"G219"
"0701010029";"G379"
"0701010029";"G403"
"0701010029";"G404"
"0701010029";"G409"
"0701010029";"G589"
"0701010029";"G600"
"0701010029";"G601"
"0701010029";"G602"
"0701010029";"G603"
"0701010029";"G608"
"0701010029";"G609"
"0701010029";"G629"
"0701010029";"G710"
"0701010029";"G711"
"0701010029";"G712"
"0701010029";"G713"
"0701010029";"G718"
"0701010029";"G719"
"0701010029";"G720"
"0701010029";"G721"
"0701010029";"G722"
"0701010029";"G723"
"0701010029";"G724"
"0701010029";"G728"
"0701010029";"G729"
"0701010029";"G800"
"0701010029";"G801"
"0701010029";"G802"
"0701010029";"G803"
"0701010029";"G804"
"0701010029";"G808"
"0701010029";"G809"
"0701010029";"G810"
"0701010029";"G811"
"0701010029";"G819"
"0701010029";"G820"
"0701010029";"G821"
"0701010029";"G822"
"0701010029";"G823"
"0701010029";"G824"
"0701010029";"G825"
"0701010029";"G830"
"0701010029";"G831"
"0701010029";"G832"
"0701010029";"G833"
"0701010029";"G834"
"0701010029";"G838"
"0701010029";"G839"
"0701010029";"G910"
"0701010029";"G930"
"0701010029";"G931"
"0701010029";"G932"
"0701010029";"G933"
"0701010029";"G934"
"0701010029";"G935"
"0701010029";"G936"
"0701010029";"G937"
"0701010029";"G938"
"0701010029";"G939"
"0701010029";"I10 "
"0701010029";"I500"
"0701010029";"I671"
"0701010029";"I690"
"0701010029";"I694"
"0701010029";"I731"
"0701010029";"I739"
"0701010029";"M139"
"0701010029";"M160"
"0701010029";"M190"
"0701010029";"M199"
"0701010029";"M217"
"0701010029";"M412"
"0701010029";"M510"
"0701010029";"M541"
"0701010029";"M620"
"0701010029";"M910"
"0701010029";"M930"
"0701010029";"N180"
"0701010029";"P910"
"0701010029";"Q02 "
"0701010029";"Q039"
"0701010029";"Q042"
"0701010029";"Q043"
"0701010029";"Q049"
"0701010029";"Q050"
"0701010029";"Q051"
"0701010029";"Q052"
"0701010029";"Q053"
"0701010029";"Q054"
"0701010029";"Q055"
"0701010029";"Q056"
"0701010029";"Q057"
"0701010029";"Q058"
"0701010029";"Q059"
"0701010029";"Q668"
"0701010029";"Q730"
"0701010029";"Q731"
"0701010029";"Q738"
"0701010029";"Q740"
"0701010029";"Q741"
"0701010029";"Q742"
"0701010029";"Q743"
"0701010029";"Q748"
"0701010029";"Q749"
"0701010029";"Q780"
"0701010029";"Q781"
"0701010029";"Q782"
"0701010029";"Q783"
"0701010029";"Q784"
"0701010029";"Q785"
"0701010029";"Q786"
"0701010029";"Q788"
"0701010029";"Q789"
"0701010029";"Q870"
"0701010029";"Q871"
"0701010029";"Q872"
"0701010029";"Q873"
"0701010029";"Q874"
"0701010029";"Q875"
"0701010029";"Q878"
"0701010029";"Q999"
"0701010029";"R268"
"0701010029";"S068"
"0701010029";"S069"
"0701010029";"S141"
"0701010029";"S241"
"0701010029";"S320"
"0701010029";"S340"
"0701010029";"S341"
"0701010029";"S342"
"0701010029";"S343"
"0701010029";"S344"
"0701010029";"S345"
"0701010029";"S346"
"0701010029";"S348"
"0701010029";"S383"
"0701010029";"S399"
"0701010029";"S720"
"0701010029";"S780"
"0701010029";"S781"
"0701010029";"S789"
"0701010029";"S880"
"0701010029";"S881"
"0701010029";"S889"
"0701010029";"S980"
"0701010029";"S981"
"0701010029";"S982"
"0701010029";"S983"
"0701010029";"S984"
"0701010029";"T08 "
"0701010029";"T639"
"0701010029";"T650"
"0701010029";"T651"
"0701010029";"T652"
"0701010029";"T653"
"0701010029";"T654"
"0701010029";"T655"
"0701010029";"T656"
"0701010029";"T658"
"0701010029";"T659"
"0701010029";"T873"
"0701010029";"T905"
"0701010029";"T940"
"0701010029";"T941"
"0701010029";"T953"
"0701010029";"Z899"
"0701010037";"A303"
"0701010037";"A305"
"0701010037";"A309"
"0701010037";"A850"
"0701010037";"B91 "
"0701010037";"B92 "
"0701010037";"C61 "
"0701010037";"C710"
"0701010037";"C711"
"0701010037";"C712"
"0701010037";"C713"
"0701010037";"C714"
"0701010037";"C715"
"0701010037";"C716"
"0701010037";"C717"
"0701010037";"C718"
"0701010037";"C719"
"0701010037";"E760"
"0701010037";"E761"
"0701010037";"E762"
"0701010037";"E763"
"0701010037";"E768"
"0701010037";"E769"
"0701010037";"F03 "
"0701010037";"F710"
"0701010037";"F82 "
"0701010037";"F840"
"0701010037";"F841"
"0701010037";"F842"
"0701010037";"F843"
"0701010037";"F844"
"0701010037";"F845"
"0701010037";"F848"
"0701010037";"F849"
"0701010037";"G09 "
"0701010037";"G110"
"0701010037";"G111"
"0701010037";"G112"
"0701010037";"G113"
"0701010037";"G114"
"0701010037";"G118"
"0701010037";"G119"
"0701010037";"G120"
"0701010037";"G121"
"0701010037";"G122"
"0701010037";"G128"
"0701010037";"G129"
"0701010037";"G20 "
"0701010037";"G210"
"0701010037";"G211"
"0701010037";"G212"
"0701010037";"G213"
"0701010037";"G218"
"0701010037";"G219"
"0701010037";"G379"
"0701010037";"G403"
"0701010037";"G409"
"0701010037";"G589"
"0701010037";"G600"
"0701010037";"G601"
"0701010037";"G602"
"0701010037";"G603"
"0701010037";"G608"
"0701010037";"G609"
"0701010037";"G629"
"0701010037";"G710"
"0701010037";"G711"
"0701010037";"G712"
"0701010037";"G713"
"0701010037";"G718"
"0701010037";"G719"
"0701010037";"G720"
"0701010037";"G721"
"0701010037";"G722"
"0701010037";"G723"
"0701010037";"G724"
"0701010037";"G728"
"0701010037";"G729"
"0701010037";"G800"
"0701010037";"G801"
"0701010037";"G802"
"0701010037";"G803"
"0701010037";"G804"
"0701010037";"G808"
"0701010037";"G809"
"0701010037";"G810"
"0701010037";"G811"
"0701010037";"G819"
"0701010037";"G820"
"0701010037";"G821"
"0701010037";"G822"
"0701010037";"G823"
"0701010037";"G824"
"0701010037";"G825"
"0701010037";"G830"
"0701010037";"G831"
"0701010037";"G832"
"0701010037";"G833"
"0701010037";"G834"
"0701010037";"G838"
"0701010037";"G839"
"0701010037";"G910"
"0701010037";"G930"
"0701010037";"G931"
"0701010037";"G932"
"0701010037";"G933"
"0701010037";"G934"
"0701010037";"G935"
"0701010037";"G936"
"0701010037";"G937"
"0701010037";"G938"
"0701010037";"G939"
"0701010037";"I10 "
"0701010037";"I500"
"0701010037";"I671"
"0701010037";"I690"
"0701010037";"I694"
"0701010037";"I731"
"0701010037";"I739"
"0701010037";"M069"
"0701010037";"M139"
"0701010037";"M160"
"0701010037";"M190"
"0701010037";"M199"
"0701010037";"M217"
"0701010037";"M412"
"0701010037";"M510"
"0701010037";"M541"
"0701010037";"M620"
"0701010037";"M910"
"0701010037";"M930"
"0701010037";"N180"
"0701010037";"P910"
"0701010037";"Q02 "
"0701010037";"Q039"
"0701010037";"Q042"
"0701010037";"Q043"
"0701010037";"Q049"
"0701010037";"Q050"
"0701010037";"Q051"
"0701010037";"Q052"
"0701010037";"Q053"
"0701010037";"Q054"
"0701010037";"Q055"
"0701010037";"Q056"
"0701010037";"Q057"
"0701010037";"Q058"
"0701010037";"Q059"
"0701010037";"Q668"
"0701010037";"Q730"
"0701010037";"Q731"
"0701010037";"Q738"
"0701010037";"Q740"
"0701010037";"Q741"
"0701010037";"Q742"
"0701010037";"Q743"
"0701010037";"Q748"
"0701010037";"Q749"
"0701010037";"Q780"
"0701010037";"Q781"
"0701010037";"Q782"
"0701010037";"Q783"
"0701010037";"Q784"
"0701010037";"Q785"
"0701010037";"Q786"
"0701010037";"Q788"
"0701010037";"Q789"
"0701010037";"Q870"
"0701010037";"Q871"
"0701010037";"Q872"
"0701010037";"Q873"
"0701010037";"Q874"
"0701010037";"Q875"
"0701010037";"Q878"
"0701010037";"Q999"
"0701010037";"R268"
"0701010037";"S068"
"0701010037";"S069"
"0701010037";"S141"
"0701010037";"S241"
"0701010037";"S320"
"0701010037";"S340"
"0701010037";"S341"
"0701010037";"S342"
"0701010037";"S343"
"0701010037";"S344"
"0701010037";"S345"
"0701010037";"S346"
"0701010037";"S348"
"0701010037";"S383"
"0701010037";"S399"
"0701010037";"S720"
"0701010037";"S780"
"0701010037";"S781"
"0701010037";"S789"
"0701010037";"S880"
"0701010037";"S881"
"0701010037";"S889"
"0701010037";"S980"
"0701010037";"S981"
"0701010037";"S982"
"0701010037";"S983"
"0701010037";"S984"
"0701010037";"T08 "
"0701010037";"T093"
"0701010037";"T639"
"0701010037";"T650"
"0701010037";"T651"
"0701010037";"T652"
"0701010037";"T653"
"0701010037";"T654"
"0701010037";"T655"
"0701010037";"T656"
"0701010037";"T658"
"0701010037";"T659"
"0701010037";"T873"
"0701010037";"T903"
"0701010037";"T905"
"0701010037";"T913"
"0701010037";"T940"
"0701010037";"T941"
"0701010037";"T953"
"0701010037";"T959"
"0701010037";"Z899"
"0701010045";"A303"
"0701010045";"A305"
"0701010045";"A309"
"0701010045";"A850"
"0701010045";"B91 "
"0701010045";"C61 "
"0701010045";"C710"
"0701010045";"C711"
"0701010045";"C712"
"0701010045";"C713"
"0701010045";"C714"
"0701010045";"C715"
"0701010045";"C716"
"0701010045";"C717"
"0701010045";"C718"
"0701010045";"C719"
"0701010045";"E760"
"0701010045";"E761"
"0701010045";"E762"
"0701010045";"E763"
"0701010045";"E768"
"0701010045";"E769"
"0701010045";"F03 "
"0701010045";"F710"
"0701010045";"F82 "
"0701010045";"F840"
"0701010045";"F841"
"0701010045";"F842"
"0701010045";"F843"
"0701010045";"F844"
"0701010045";"F845"
"0701010045";"F848"
"0701010045";"F849"
"0701010045";"G09 "
"0701010045";"G110"
"0701010045";"G111"
"0701010045";"G112"
"0701010045";"G113"
"0701010045";"G114"
"0701010045";"G118"
"0701010045";"G119"
"0701010045";"G120"
"0701010045";"G121"
"0701010045";"G122"
"0701010045";"G128"
"0701010045";"G129"
"0701010045";"G20 "
"0701010045";"G210"
"0701010045";"G211"
"0701010045";"G212"
"0701010045";"G213"
"0701010045";"G218"
"0701010045";"G219"
"0701010045";"G379"
"0701010045";"G403"
"0701010045";"G404"
"0701010045";"G409"
"0701010045";"G600"
"0701010045";"G601"
"0701010045";"G602"
"0701010045";"G603"
"0701010045";"G608"
"0701010045";"G609"
"0701010045";"G629"
"0701010045";"G710"
"0701010045";"G711"
"0701010045";"G712"
"0701010045";"G713"
"0701010045";"G718"
"0701010045";"G719"
"0701010045";"G720"
"0701010045";"G721"
"0701010045";"G722"
"0701010045";"G723"
"0701010045";"G724"
"0701010045";"G728"
"0701010045";"G729"
"0701010045";"G800"
"0701010045";"G801"
"0701010045";"G802"
"0701010045";"G803"
"0701010045";"G804"
"0701010045";"G808"
"0701010045";"G809"
"0701010045";"G810"
"0701010045";"G811"
"0701010045";"G819"
"0701010045";"G820"
"0701010045";"G821"
